Año,Sexo,Edad,Población
1950,F,0,155104
1950,F,1,134272
1950,F,2,124742
1950,F,3,117937
1950,F,4,112426
1950,F,5,108369
1950,F,6,103916
1950,F,7,100239
1950,F,8,97214
1950,F,9,94717
1950,F,10,92729
1950,F,11,91228
1950,F,12,89573
1950,F,13,87434
1950,F,14,84997
1950,F,15,82815
1950,F,16,80821
1950,F,17,78610
1950,F,18,76053
1950,F,19,73294
1950,F,20,70599
1950,F,21,67896
1950,F,22,65419
1950,F,23,63304
1950,F,24,61436
1950,F,25,59590
1950,F,26,57846
1950,F,27,56014
1950,F,28,53989
1950,F,29,51891
1950,F,30,49904
1950,F,31,47943
1950,F,32,46344
1950,F,33,45278
1950,F,34,44563
1950,F,35,43845
1950,F,36,43191
1950,F,37,42445
1950,F,38,41492
1950,F,39,40405
1950,F,40,39394
1950,F,41,38454
1950,F,42,37385
1950,F,43,36118
1950,F,44,34746
1950,F,45,33395
1950,F,46,31999
1950,F,47,30871
1950,F,48,30167
1950,F,49,29726
1950,F,50,29243
1950,F,51,28795
1950,F,52,28170
1950,F,53,27236
1950,F,54,26103
1950,F,55,25007
1950,F,56,23894
1950,F,57,22827
1950,F,58,21858
1950,F,59,20941
1950,F,60,20005
1950,F,61,19094
1950,F,62,18072
1950,F,63,16874
1950,F,64,15585
1950,F,65,14325
1950,F,66,13046
1950,F,67,11981
1950,F,68,11253
1950,F,69,10740
1950,F,70,10215
1950,F,71,9744
1950,F,72,9150
1950,F,73,8329
1950,F,74,7377
1950,F,75,6492
1950,F,76,5633
1950,F,77,4860
1950,F,78,4224
1950,F,79,3689
1950,F,80,14936
1951,F,0,162797
1951,F,1,141256
1951,F,2,131050
1951,F,3,123406
1951,F,4,116925
1951,F,5,110954
1951,F,6,105885
1951,F,7,101790
1951,F,8,98517
1951,F,9,95918
1951,F,10,93956
1951,F,11,92602
1951,F,12,91114
1951,F,13,89105
1951,F,14,86778
1951,F,15,84753
1951,F,16,82944
1951,F,17,80884
1951,F,18,78417
1951,F,19,75697
1951,F,20,73047
1951,F,21,70414
1951,F,22,67871
1951,F,23,65491
1951,F,24,63241
1951,F,25,61014
1951,F,26,58831
1951,F,27,56766
1951,F,28,54847
1951,F,29,53055
1951,F,30,51342
1951,F,31,49714
1951,F,32,48198
1951,F,33,46803
1951,F,34,45517
1951,F,35,44288
1951,F,36,43088
1951,F,37,42059
1951,F,38,41252
1951,F,39,40581
1951,F,40,39929
1951,F,41,39357
1951,F,42,38554
1951,F,43,37368
1951,F,44,35949
1951,F,45,34591
1951,F,46,33226
1951,F,47,32008
1951,F,48,31042
1951,F,49,30243
1951,F,50,29406
1951,F,51,28554
1951,F,52,27753
1951,F,53,27007
1951,F,54,26286
1951,F,55,25565
1951,F,56,24868
1951,F,57,24033
1951,F,58,22984
1951,F,59,21796
1951,F,60,20626
1951,F,61,19456
1951,F,62,18289
1951,F,63,17147
1951,F,64,16031
1951,F,65,14915
1951,F,66,13799
1951,F,67,12765
1951,F,68,11849
1951,F,69,11020
1951,F,70,10208
1951,F,71,9425
1951,F,72,8665
1951,F,73,7917
1951,F,74,7187
1951,F,75,6495
1951,F,76,5848
1951,F,77,5199
1951,F,78,4531
1951,F,79,3868
1951,F,80,14781
1952,F,0,169359
1952,F,1,147397
1952,F,2,136776
1952,F,3,128622
1952,F,4,121547
1952,F,5,114603
1952,F,6,109040
1952,F,7,104520
1952,F,8,100890
1952,F,9,97998
1952,F,10,95799
1952,F,11,94250
1952,F,12,92652
1952,F,13,90631
1952,F,14,88364
1952,F,15,86417
1952,F,16,84708
1952,F,17,82753
1952,F,18,80380
1952,F,19,77741
1952,F,20,75184
1952,F,21,72669
1952,F,22,70142
1952,F,23,67618
1952,F,24,65129
1952,F,25,62665
1952,F,26,60212
1952,F,27,57985
1952,F,28,56084
1952,F,29,54416
1952,F,30,52806
1952,F,31,51307
1952,F,32,49786
1952,F,33,48167
1952,F,34,46529
1952,F,35,44980
1952,F,36,43448
1952,F,37,42222
1952,F,38,41441
1952,F,39,40937
1952,F,40,40427
1952,F,41,39995
1952,F,42,39318
1952,F,43,38214
1952,F,44,36843
1952,F,45,35550
1952,F,46,34277
1952,F,47,33054
1952,F,48,31931
1952,F,49,30888
1952,F,50,29819
1952,F,51,28708
1952,F,52,27773
1952,F,53,27103
1952,F,54,26587
1952,F,55,26048
1952,F,56,25547
1952,F,57,24829
1952,F,58,23758
1952,F,59,22458
1952,F,60,21196
1952,F,61,19919
1952,F,62,18695
1952,F,63,17584
1952,F,64,16548
1952,F,65,15496
1952,F,66,14457
1952,F,67,13419
1952,F,68,12374
1952,F,69,11340
1952,F,70,10337
1952,F,71,9351
1952,F,72,8471
1952,F,73,7740
1952,F,74,7114
1952,F,75,6512
1952,F,76,5963
1952,F,77,5372
1952,F,78,4688
1952,F,79,3962
1952,F,80,14756
1953,F,0,175128
1953,F,1,152955
1953,F,2,142104
1953,F,3,133673
1953,F,4,126270
1953,F,5,119001
1953,F,6,113040
1953,F,7,108106
1953,F,8,104059
1953,F,9,100762
1953,F,10,98157
1953,F,11,96198
1953,F,12,94307
1953,F,13,92171
1953,F,14,89911
1953,F,15,87974
1953,F,16,86284
1953,F,17,84385
1953,F,18,82097
1953,F,19,79559
1953,F,20,77116
1953,F,21,74740
1953,F,22,72275
1953,F,23,69692
1953,F,24,67064
1953,F,25,64469
1953,F,26,61871
1953,F,27,59534
1953,F,28,57594
1953,F,29,55927
1953,F,30,54302
1953,F,31,52795
1953,F,32,51213
1953,F,33,49444
1953,F,34,47604
1953,F,35,45871
1953,F,36,44154
1953,F,37,42791
1953,F,38,41953
1953,F,39,41449
1953,F,40,40930
1953,F,41,40483
1953,F,42,39830
1953,F,43,38801
1953,F,44,37532
1953,F,45,36345
1953,F,46,35197
1953,F,47,34020
1953,F,48,32817
1953,F,49,31617
1953,F,50,30404
1953,F,51,29140
1953,F,52,28108
1953,F,53,27437
1953,F,54,26980
1953,F,55,26488
1953,F,56,26036
1953,F,57,25355
1953,F,58,24295
1953,F,59,22991
1953,F,60,21727
1953,F,61,20447
1953,F,62,19225
1953,F,63,18127
1953,F,64,17108
1953,F,65,16068
1953,F,66,15046
1953,F,67,13985
1953,F,68,12852
1953,F,69,11692
1953,F,70,10569
1953,F,71,9456
1953,F,72,8489
1953,F,73,7738
1953,F,74,7134
1953,F,75,6548
1953,F,76,6018
1953,F,77,5439
1953,F,78,4747
1953,F,79,4002
1953,F,80,14829
1954,F,0,180442
1954,F,1,158185
1954,F,2,147218
1954,F,3,138649
1954,F,4,131074
1954,F,5,123832
1954,F,6,117546
1954,F,7,112227
1954,F,8,107754
1954,F,9,104010
1954,F,10,100935
1954,F,11,98472
1954,F,12,96200
1954,F,13,93880
1954,F,14,91574
1954,F,15,89583
1954,F,16,87846
1954,F,17,85952
1954,F,18,83724
1954,F,19,81280
1954,F,20,78947
1954,F,21,76702
1954,F,22,74315
1954,F,23,71719
1954,F,24,69016
1954,F,25,66357
1954,F,26,63687
1954,F,27,61278
1954,F,28,59271
1954,F,29,57540
1954,F,30,55839
1954,F,31,54254
1954,F,32,52580
1954,F,33,50706
1954,F,34,48751
1954,F,35,46909
1954,F,36,45089
1954,F,37,43625
1954,F,38,42686
1954,F,39,42087
1954,F,40,41477
1954,F,41,40933
1954,F,42,40245
1954,F,43,39277
1954,F,44,38125
1954,F,45,37051
1954,F,46,36030
1954,F,47,34919
1954,F,48,33681
1954,F,49,32381
1954,F,50,31084
1954,F,51,29735
1954,F,52,28633
1954,F,53,27920
1954,F,54,27443
1954,F,55,26923
1954,F,56,26437
1954,F,57,25747
1954,F,58,24713
1954,F,59,23456
1954,F,60,22237
1954,F,61,21002
1954,F,62,19811
1954,F,63,18717
1954,F,64,17683
1954,F,65,16629
1954,F,66,15596
1954,F,67,14502
1954,F,68,13308
1954,F,69,12070
1954,F,70,10870
1954,F,71,9675
1954,F,72,8641
1954,F,73,7849
1954,F,74,7220
1954,F,75,6609
1954,F,76,6054
1954,F,77,5458
1954,F,78,4762
1954,F,79,4019
1954,F,80,14969
1955,F,0,185635
1955,F,1,163347
1955,F,2,152303
1955,F,3,143638
1955,F,4,135940
1955,F,5,128779
1955,F,6,122218
1955,F,7,116559
1955,F,8,111702
1955,F,9,107548
1955,F,10,104033
1955,F,11,101099
1955,F,12,98452
1955,F,13,95917
1955,F,14,93508
1955,F,15,91406
1955,F,16,89566
1955,F,17,87625
1955,F,18,85416
1955,F,19,83036
1955,F,20,80780
1955,F,21,78632
1955,F,22,76306
1955,F,23,73705
1955,F,24,70952
1955,F,25,68253
1955,F,26,65543
1955,F,27,63082
1955,F,28,61011
1955,F,29,59206
1955,F,30,57426
1955,F,31,55755
1955,F,32,53992
1955,F,33,52025
1955,F,34,49978
1955,F,35,48043
1955,F,36,46138
1955,F,37,44581
1955,F,38,43534
1955,F,39,42826
1955,F,40,42111
1955,F,41,41457
1955,F,42,40718
1955,F,43,39787
1955,F,44,38729
1955,F,45,37742
1955,F,46,36819
1955,F,47,35763
1955,F,48,34505
1955,F,49,33135
1955,F,50,31781
1955,F,51,30379
1955,F,52,29224
1955,F,53,28465
1955,F,54,27950
1955,F,55,27388
1955,F,56,26854
1955,F,57,26143
1955,F,58,25129
1955,F,59,23918
1955,F,60,22740
1955,F,61,21549
1955,F,62,20386
1955,F,63,19295
1955,F,64,18245
1955,F,65,17179
1955,F,66,16133
1955,F,67,15011
1955,F,68,13767
1955,F,69,12466
1955,F,70,11203
1955,F,71,9943
1955,F,72,8851
1955,F,73,8013
1955,F,74,7350
1955,F,75,6701
1955,F,76,6110
1955,F,77,5489
1955,F,78,4784
1955,F,79,4046
1955,F,80,15145
1956,F,0,190487
1956,F,1,168268
1956,F,2,157235
1956,F,3,148580
1956,F,4,140880
1956,F,5,134052
1956,F,6,127282
1956,F,7,121318
1956,F,8,116086
1956,F,9,111506
1956,F,10,107519
1956,F,11,104061
1956,F,12,100982
1956,F,13,98175
1956,F,14,95609
1956,F,15,93338
1956,F,16,91328
1956,F,17,89288
1956,F,18,87070
1956,F,19,84740
1956,F,20,82545
1956,F,21,80479
1956,F,22,78219
1956,F,23,75646
1956,F,24,72894
1956,F,25,70206
1956,F,26,67517
1956,F,27,65036
1956,F,28,62884
1956,F,29,60958
1956,F,30,59057
1956,F,31,57251
1956,F,32,55380
1956,F,33,53354
1956,F,34,51276
1956,F,35,49307
1956,F,36,47378
1956,F,37,45753
1956,F,38,44568
1956,F,39,43684
1956,F,40,42805
1956,F,41,41980
1956,F,42,41145
1956,F,43,40234
1956,F,44,39272
1956,F,45,38368
1956,F,46,37536
1956,F,47,36544
1956,F,48,35300
1956,F,49,33910
1956,F,50,32548
1956,F,51,31147
1956,F,52,29963
1956,F,53,29131
1956,F,54,28518
1956,F,55,27859
1956,F,56,27218
1956,F,57,26451
1956,F,58,25465
1956,F,59,24334
1956,F,60,23227
1956,F,61,22111
1956,F,62,20994
1956,F,63,19900
1956,F,64,18814
1956,F,65,17717
1956,F,66,16639
1956,F,67,15484
1956,F,68,14213
1956,F,69,12887
1956,F,70,11593
1956,F,71,10304
1956,F,72,9170
1956,F,73,8271
1956,F,74,7537
1956,F,75,6821
1956,F,76,6159
1956,F,77,5493
1956,F,78,4780
1956,F,79,4059
1956,F,80,15377
1957,F,0,194771
1957,F,1,172776
1957,F,2,161892
1957,F,3,153418
1957,F,4,145908
1957,F,5,139864
1957,F,6,132965
1957,F,7,126719
1957,F,8,121084
1957,F,9,116017
1957,F,10,111455
1957,F,11,107340
1957,F,12,103710
1957,F,13,100552
1957,F,14,97775
1957,F,15,95267
1957,F,16,93018
1957,F,17,90830
1957,F,18,88581
1957,F,19,86305
1957,F,20,84177
1957,F,21,82191
1957,F,22,80023
1957,F,23,77537
1957,F,24,74864
1957,F,25,72265
1957,F,26,69690
1957,F,27,67230
1957,F,28,64959
1957,F,29,62828
1957,F,30,60726
1957,F,31,58691
1957,F,32,56674
1957,F,33,54644
1957,F,34,52646
1957,F,35,50735
1957,F,36,48887
1957,F,37,47238
1957,F,38,45857
1957,F,39,44676
1957,F,40,43531
1957,F,41,42428
1957,F,42,41423
1957,F,43,40521
1957,F,44,39681
1957,F,45,38881
1957,F,46,38151
1957,F,47,37254
1957,F,48,36079
1957,F,49,34736
1957,F,50,33435
1957,F,51,32117
1957,F,52,30934
1957,F,53,29977
1957,F,54,29162
1957,F,55,28313
1957,F,56,27459
1957,F,57,26580
1957,F,58,25643
1957,F,59,24662
1957,F,60,23687
1957,F,61,22712
1957,F,62,21681
1957,F,63,20572
1957,F,64,19408
1957,F,65,18245
1957,F,66,17096
1957,F,67,15896
1957,F,68,14630
1957,F,69,13334
1957,F,70,12062
1957,F,71,10800
1957,F,72,9649
1957,F,73,8663
1957,F,74,7801
1957,F,75,6964
1957,F,76,6176
1957,F,77,5429
1957,F,78,4714
1957,F,79,4038
1957,F,80,15687
1958,F,0,198823
1958,F,1,177129
1958,F,2,166458
1958,F,3,158239
1958,F,4,151005
1958,F,5,145898
1958,F,6,138927
1958,F,7,132440
1958,F,8,126427
1958,F,9,120880
1958,F,10,115744
1958,F,11,110964
1958,F,12,106757
1958,F,13,103203
1958,F,14,100159
1958,F,15,97358
1958,F,16,94808
1958,F,17,92419
1958,F,18,90106
1958,F,19,87861
1958,F,20,85775
1958,F,21,83846
1958,F,22,81763
1958,F,23,79386
1958,F,24,76828
1958,F,25,74358
1958,F,26,71941
1958,F,27,69529
1958,F,28,67132
1958,F,29,64768
1958,F,30,62441
1958,F,31,60150
1958,F,32,57979
1958,F,33,55968
1958,F,34,54090
1958,F,35,52277
1958,F,36,50548
1958,F,37,48891
1958,F,38,47297
1958,F,39,45779
1958,F,40,44328
1958,F,41,42912
1958,F,42,41708
1958,F,43,40794
1958,F,44,40066
1958,F,45,39354
1958,F,46,38708
1958,F,47,37905
1958,F,48,36824
1958,F,49,35567
1958,F,50,34364
1958,F,51,33174
1958,F,52,32013
1958,F,53,30913
1958,F,54,29859
1958,F,55,28784
1958,F,56,27682
1958,F,57,26666
1958,F,58,25780
1958,F,59,24967
1958,F,60,24135
1958,F,61,23317
1958,F,62,22380
1958,F,63,21251
1958,F,64,19998
1958,F,65,18761
1958,F,66,17531
1958,F,67,16287
1958,F,68,15041
1958,F,69,13803
1958,F,70,12576
1958,F,71,11367
1958,F,72,10211
1958,F,73,9128
1958,F,74,8115
1958,F,75,7137
1958,F,76,6199
1958,F,77,5358
1958,F,78,4638
1958,F,79,4016
1958,F,80,16043
1959,F,0,202980
1959,F,1,181586
1959,F,2,171118
1959,F,3,163134
1959,F,4,156147
1959,F,5,151837
1959,F,6,144828
1959,F,7,138157
1959,F,8,131843
1959,F,9,125902
1959,F,10,120289
1959,F,11,114958
1959,F,12,110242
1959,F,13,106286
1959,F,14,102919
1959,F,15,99773
1959,F,16,96870
1959,F,17,94227
1959,F,18,91799
1959,F,19,89541
1959,F,20,87446
1959,F,21,85521
1959,F,22,83484
1959,F,23,81197
1959,F,24,78754
1959,F,25,76412
1959,F,26,74151
1959,F,27,71796
1959,F,28,69297
1959,F,29,66731
1959,F,30,64211
1959,F,31,61702
1959,F,32,59396
1959,F,33,57399
1959,F,34,55618
1959,F,35,53880
1959,F,36,52244
1959,F,37,50572
1959,F,38,48783
1959,F,39,46965
1959,F,40,45242
1959,F,41,43546
1959,F,42,42152
1959,F,43,41199
1959,F,44,40532
1959,F,45,39860
1959,F,46,39251
1959,F,47,38510
1959,F,48,37516
1959,F,49,36357
1959,F,50,35260
1959,F,51,34202
1959,F,52,33074
1959,F,53,31853
1959,F,54,30585
1959,F,55,29310
1959,F,56,27989
1959,F,57,26848
1959,F,58,25993
1959,F,59,25309
1959,F,60,24588
1959,F,61,23889
1959,F,62,23023
1959,F,63,21879
1959,F,64,20556
1959,F,65,19266
1959,F,66,17972
1959,F,67,16696
1959,F,68,15472
1959,F,69,14286
1959,F,70,13100
1959,F,71,11940
1959,F,72,10779
1959,F,73,9607
1959,F,74,8453
1959,F,75,7346
1959,F,76,6269
1959,F,77,5337
1959,F,78,4606
1959,F,79,4023
1959,F,80,16413
1960,F,0,207582
1960,F,1,186403
1960,F,2,176054
1960,F,3,168190
1960,F,4,161318
1960,F,5,157366
1960,F,6,150328
1960,F,7,143549
1960,F,8,137059
1960,F,9,130884
1960,F,10,124992
1960,F,11,119349
1960,F,12,114288
1960,F,13,109958
1960,F,14,106206
1960,F,15,102675
1960,F,16,99377
1960,F,17,96424
1960,F,18,93817
1960,F,19,91472
1960,F,20,89293
1960,F,21,87291
1960,F,22,85229
1960,F,23,82979
1960,F,24,80610
1960,F,25,78354
1960,F,26,76202
1960,F,27,73898
1960,F,28,71348
1960,F,29,68667
1960,F,30,66043
1960,F,31,63419
1960,F,32,61031
1960,F,33,59009
1960,F,34,57237
1960,F,35,55495
1960,F,36,53861
1960,F,37,52136
1960,F,38,50211
1960,F,39,48207
1960,F,40,46311
1960,F,41,44441
1960,F,42,42912
1960,F,43,41883
1960,F,44,41185
1960,F,45,40477
1960,F,46,39824
1960,F,47,39080
1960,F,48,38136
1960,F,49,37059
1960,F,50,36044
1960,F,51,35085
1960,F,52,33995
1960,F,53,32710
1960,F,54,31314
1960,F,55,29925
1960,F,56,28483
1960,F,57,27262
1960,F,58,26400
1960,F,59,25753
1960,F,60,25060
1960,F,61,24390
1960,F,62,23543
1960,F,63,22397
1960,F,64,21058
1960,F,65,19756
1960,F,66,18448
1960,F,67,17165
1960,F,68,15948
1960,F,69,14775
1960,F,70,13600
1960,F,71,12453
1960,F,72,11275
1960,F,73,10038
1960,F,74,8791
1960,F,75,7596
1960,F,76,6426
1960,F,77,5426
1960,F,78,4670
1960,F,79,4091
1960,F,80,16768
1961,F,0,212825
1961,F,1,191754
1961,F,2,181411
1961,F,3,173506
1961,F,4,166561
1961,F,5,162337
1961,F,6,155290
1961,F,7,148516
1961,F,8,142031
1961,F,9,135848
1961,F,10,129957
1961,F,11,124349
1961,F,12,119159
1961,F,13,114451
1961,F,14,110164
1961,F,15,106126
1961,F,16,102311
1961,F,17,98932
1961,F,18,96058
1961,F,19,93558
1961,F,20,91214
1961,F,21,89047
1961,F,22,86891
1961,F,23,84631
1961,F,24,82313
1961,F,25,80118
1961,F,26,78047
1961,F,27,75807
1961,F,28,73283
1961,F,29,70601
1961,F,30,67988
1961,F,31,65381
1961,F,32,62971
1961,F,33,60869
1961,F,34,58979
1961,F,35,57117
1961,F,36,55351
1961,F,37,53519
1961,F,38,51537
1961,F,39,49502
1961,F,40,47570
1961,F,41,45676
1961,F,42,44079
1961,F,43,42915
1961,F,44,42043
1961,F,45,41176
1961,F,46,40356
1961,F,47,39517
1961,F,48,38592
1961,F,49,37604
1961,F,50,36670
1961,F,51,35798
1961,F,52,34768
1961,F,53,33495
1961,F,54,32077
1961,F,55,30679
1961,F,56,29237
1961,F,57,27988
1961,F,58,27055
1961,F,59,26316
1961,F,60,25531
1961,F,61,24759
1961,F,62,23857
1961,F,63,22734
1961,F,64,21465
1961,F,65,20223
1961,F,66,18979
1961,F,67,17734
1961,F,68,16506
1961,F,69,15291
1961,F,70,14079
1961,F,71,12895
1961,F,72,11680
1961,F,73,10410
1961,F,74,9131
1961,F,75,7901
1961,F,76,6696
1961,F,77,5658
1961,F,78,4858
1961,F,79,4232
1961,F,80,17055
1962,F,0,218482
1962,F,1,197467
1962,F,2,187064
1962,F,3,179023
1962,F,4,171893
1962,F,5,166966
1962,F,6,159940
1962,F,7,153271
1962,F,8,146938
1962,F,9,140925
1962,F,10,135252
1962,F,11,129940
1962,F,12,124775
1962,F,13,119658
1962,F,14,114690
1962,F,15,110019
1962,F,16,105558
1962,F,17,101637
1962,F,18,98418
1962,F,19,95711
1962,F,20,93137
1962,F,21,90740
1962,F,22,88440
1962,F,23,86152
1962,F,24,83884
1962,F,25,81754
1962,F,26,79763
1962,F,27,77613
1962,F,28,75173
1962,F,29,72566
1962,F,30,70038
1962,F,31,67539
1962,F,32,65149
1962,F,33,62931
1962,F,34,60840
1962,F,35,58782
1962,F,36,56792
1962,F,37,54817
1962,F,38,52828
1962,F,39,50867
1962,F,40,48992
1962,F,41,47173
1962,F,42,45551
1962,F,43,44196
1962,F,44,43038
1962,F,45,41908
1962,F,46,40818
1962,F,47,39813
1962,F,48,38894
1962,F,49,38025
1962,F,50,37189
1962,F,51,36415
1962,F,52,35476
1962,F,53,34267
1962,F,54,32892
1962,F,55,31547
1962,F,56,30183
1962,F,57,28933
1962,F,58,27882
1962,F,59,26955
1962,F,60,25990
1962,F,61,25021
1962,F,62,24011
1962,F,63,22929
1962,F,64,21794
1962,F,65,20668
1962,F,66,19549
1962,F,67,18376
1962,F,68,17129
1962,F,69,15836
1962,F,70,14561
1962,F,71,13310
1962,F,72,12045
1962,F,73,10762
1962,F,74,9490
1962,F,75,8257
1962,F,76,7054
1962,F,77,5993
1962,F,78,5133
1962,F,79,4426
1962,F,80,17295
1963,F,0,224260
1963,F,1,203283
1963,F,2,192801
1963,F,3,184593
1963,F,4,177241
1963,F,5,171466
1963,F,6,164485
1963,F,7,157966
1963,F,8,151851
1963,F,9,146084
1963,F,10,140717
1963,F,11,135805
1963,F,12,130737
1963,F,13,125234
1963,F,14,119571
1963,F,15,114259
1963,F,16,109143
1963,F,17,104656
1963,F,18,101049
1963,F,19,98080
1963,F,20,95220
1963,F,21,92531
1963,F,22,90038
1963,F,23,87686
1963,F,24,85448
1963,F,25,83359
1963,F,26,81424
1963,F,27,79356
1963,F,28,77021
1963,F,29,74525
1963,F,30,72121
1963,F,31,69775
1963,F,32,67430
1963,F,33,65088
1963,F,34,62771
1963,F,35,60493
1963,F,36,58253
1963,F,37,56126
1963,F,38,54154
1963,F,39,52309
1963,F,40,50525
1963,F,41,48820
1963,F,42,47189
1963,F,43,45625
1963,F,44,44137
1963,F,45,42712
1963,F,46,41316
1963,F,47,40116
1963,F,48,39185
1963,F,49,38423
1963,F,50,37671
1963,F,51,36979
1963,F,52,36130
1963,F,53,35008
1963,F,54,33711
1963,F,55,32458
1963,F,56,31210
1963,F,57,29980
1963,F,58,28796
1963,F,59,27646
1963,F,60,26471
1963,F,61,25267
1963,F,62,24128
1963,F,63,23088
1963,F,64,22102
1963,F,65,21104
1963,F,66,20122
1963,F,67,19030
1963,F,68,17762
1963,F,69,16385
1963,F,70,15040
1963,F,71,13714
1963,F,72,12400
1963,F,73,11113
1963,F,74,9864
1963,F,75,8645
1963,F,76,7458
1963,F,77,6382
1963,F,78,5456
1963,F,79,4653
1963,F,80,17566
1964,F,0,229863
1964,F,1,208940
1964,F,2,198408
1964,F,3,190070
1964,F,4,182536
1964,F,5,176058
1964,F,6,169130
1964,F,7,162753
1964,F,8,156836
1964,F,9,151290
1964,F,10,146193
1964,F,11,141625
1964,F,12,136648
1964,F,13,130832
1964,F,14,124595
1964,F,15,118751
1964,F,16,113092
1964,F,17,108106
1964,F,18,104102
1964,F,19,100815
1964,F,20,97619
1964,F,21,94586
1964,F,22,91845
1964,F,23,89381
1964,F,24,87128
1964,F,25,85030
1964,F,26,83099
1964,F,27,81077
1964,F,28,78830
1964,F,29,76444
1964,F,30,74162
1964,F,31,71969
1964,F,32,69679
1964,F,33,67237
1964,F,34,64721
1964,F,35,62255
1964,F,36,59803
1964,F,37,57545
1964,F,38,55584
1964,F,39,53831
1964,F,40,52118
1964,F,41,50500
1964,F,42,48851
1964,F,43,47098
1964,F,44,45318
1964,F,45,43627
1964,F,46,41958
1964,F,47,40574
1964,F,48,39604
1964,F,49,38899
1964,F,50,38188
1964,F,51,37529
1964,F,52,36738
1964,F,53,35697
1964,F,54,34491
1964,F,55,33335
1964,F,56,32211
1964,F,57,31011
1964,F,58,29714
1964,F,59,28362
1964,F,60,26999
1964,F,61,25591
1964,F,62,24333
1964,F,63,23318
1964,F,64,22448
1964,F,65,21544
1964,F,66,20668
1964,F,67,19636
1964,F,68,18351
1964,F,69,16907
1964,F,70,15508
1964,F,71,14125
1964,F,72,12772
1964,F,73,11483
1964,F,74,10251
1964,F,75,9042
1964,F,76,7869
1964,F,77,6777
1964,F,78,5788
1964,F,79,4894
1964,F,80,17944
1965,F,0,234996
1965,F,1,214179
1965,F,2,203673
1965,F,3,195305
1965,F,4,187707
1965,F,5,180961
1965,F,6,174080
1965,F,7,167783
1965,F,8,161962
1965,F,9,156512
1965,F,10,151523
1965,F,11,147082
1965,F,12,142108
1965,F,13,136105
1965,F,14,129552
1965,F,15,123400
1965,F,16,117431
1965,F,17,112103
1965,F,18,107730
1965,F,19,104064
1965,F,20,100488
1965,F,21,97068
1965,F,22,94024
1965,F,23,91385
1965,F,24,89048
1965,F,25,86868
1965,F,26,84861
1965,F,27,82814
1965,F,28,80602
1965,F,29,78288
1965,F,30,76090
1965,F,31,74003
1965,F,32,71762
1965,F,33,69270
1965,F,34,66642
1965,F,35,64076
1965,F,36,61510
1965,F,37,59171
1965,F,38,57185
1965,F,39,55438
1965,F,40,53718
1965,F,41,52101
1965,F,42,50400
1965,F,43,48513
1965,F,44,46551
1965,F,45,44691
1965,F,46,42853
1965,F,47,41336
1965,F,48,40291
1965,F,49,39556
1965,F,50,38807
1965,F,51,38107
1965,F,52,37312
1965,F,53,36317
1965,F,54,35185
1965,F,55,34107
1965,F,56,33075
1965,F,57,31909
1965,F,58,30550
1965,F,59,29079
1965,F,60,27607
1965,F,61,26085
1965,F,62,24750
1965,F,63,23724
1965,F,64,22886
1965,F,65,22005
1965,F,66,21151
1965,F,67,20133
1965,F,68,18840
1965,F,69,17375
1965,F,70,15958
1965,F,71,14558
1965,F,72,13190
1965,F,73,11890
1965,F,74,10648
1965,F,75,9429
1965,F,76,8245
1965,F,77,7128
1965,F,78,6089
1965,F,79,5131
1965,F,80,18505
1966,F,0,239577
1966,F,1,218885
1966,F,2,208495
1966,F,3,200228
1966,F,4,192720
1966,F,5,186319
1966,F,6,179477
1966,F,7,173171
1966,F,8,167305
1966,F,9,161780
1966,F,10,156671
1966,F,11,152054
1966,F,12,146964
1966,F,13,140955
1966,F,14,134449
1966,F,15,128311
1966,F,16,122371
1966,F,17,116910
1966,F,18,112160
1966,F,19,107965
1966,F,20,103889
1966,F,21,99959
1966,F,22,96494
1966,F,23,93592
1966,F,24,91104
1966,F,25,88763
1966,F,26,86598
1966,F,27,84459
1966,F,28,82238
1966,F,29,79973
1966,F,30,77835
1966,F,31,75827
1966,F,32,73649
1966,F,33,71183
1966,F,34,68555
1966,F,35,65997
1966,F,36,63449
1966,F,37,61089
1966,F,38,59023
1966,F,39,57159
1966,F,40,55322
1966,F,41,53573
1966,F,42,51767
1966,F,43,49822
1966,F,44,47830
1966,F,45,45935
1966,F,46,44072
1966,F,47,42489
1966,F,48,41312
1966,F,49,40408
1966,F,50,39504
1966,F,51,38641
1966,F,52,37753
1966,F,53,36774
1966,F,54,35727
1966,F,55,34726
1966,F,56,33774
1966,F,57,32666
1966,F,58,31316
1966,F,59,29822
1966,F,60,28338
1966,F,61,26811
1966,F,62,25446
1966,F,63,24356
1966,F,64,23431
1966,F,65,22465
1966,F,66,21517
1966,F,67,20444
1966,F,68,19162
1966,F,69,17750
1966,F,70,16378
1966,F,71,15026
1966,F,72,13682
1966,F,73,12360
1966,F,74,11069
1966,F,75,9805
1966,F,76,8579
1966,F,77,7420
1966,F,78,6347
1966,F,79,5360
1966,F,80,19270
1967,F,0,243803
1967,F,1,223231
1967,F,2,213016
1967,F,3,204937
1967,F,4,197623
1967,F,5,191986
1967,F,6,185183
1967,F,7,178818
1967,F,8,172820
1967,F,9,167114
1967,F,10,161743
1967,F,11,156754
1967,F,12,151480
1967,F,13,145611
1967,F,14,139429
1967,F,15,133552
1967,F,16,127893
1967,F,17,122447
1967,F,18,117289
1967,F,19,112420
1967,F,20,107716
