Año,Sexo,Edad,Población
2012,M,0,293404
2012,M,1,293414
2012,M,2,293983
2012,M,3,294380
2012,M,4,294463
2012,M,5,296082
2012,M,6,295242
2012,M,7,294024
2012,M,8,292573
2012,M,9,291034
2012,M,10,289090
2012,M,11,286430
2012,M,12,285493
2012,M,13,287344
2012,M,14,290749
2012,M,15,293491
2012,M,16,296109
2012,M,17,296777
2012,M,18,294393
2012,M,19,289825
2012,M,20,285292
2012,M,21,280650
2012,M,22,274734
2012,M,23,267284
2012,M,24,258889
2012,M,25,250306
2012,M,26,241272
2012,M,27,233584
2012,M,28,228179
2012,M,29,224276
2012,M,30,220132
2012,M,31,216069
2012,M,32,211985
2012,M,33,207648
2012,M,34,203174
2012,M,35,198938
2012,M,36,194902
2012,M,37,190709
2012,M,38,186229
2012,M,39,181596
2012,M,40,177003
2012,M,41,172330
2012,M,42,168041
2012,M,43,164359
2012,M,44,161020
2012,M,45,157606
2012,M,46,154286
2012,M,47,150392
2012,M,48,145574
2012,M,49,140182
2012,M,50,134882
2012,M,51,129504
2012,M,52,124489
2012,M,53,120114
2012,M,54,116141
2012,M,55,112094
2012,M,56,108116
2012,M,57,103929
2012,M,58,99362
2012,M,59,94591
2012,M,60,89965
2012,M,61,85415
2012,M,62,81089
2012,M,63,77096
2012,M,64,73365
2012,M,65,69694
2012,M,66,66098
2012,M,67,62735
2012,M,68,59655
2012,M,69,56787
2012,M,70,53973
2012,M,71,51209
2012,M,72,48544
2012,M,73,45978
2012,M,74,43457
2012,M,75,40990
2012,M,76,38653
2012,M,77,35937
2012,M,78,32615
2012,M,79,28945
2012,M,80,163184
2013,M,0,286961
2013,M,1,286626
2013,M,2,287938
2013,M,3,289905
2013,M,4,292095
2013,M,5,298944
2013,M,6,298850
2013,M,7,297745
2013,M,8,295875
2013,M,9,293487
2013,M,10,290380
2013,M,11,286356
2013,M,12,283889
2013,M,13,284116
2013,M,14,285947
2013,M,15,287053
2013,M,16,287778
2013,M,17,287874
2013,M,18,286942
2013,M,19,285079
2013,M,20,283120
2013,M,21,281300
2013,M,22,277238
2013,M,23,269959
2013,M,24,260674
2013,M,25,251433
2013,M,26,241671
2013,M,27,233623
2013,M,28,228563
2013,M,29,225424
2013,M,30,221877
2013,M,31,218404
2013,M,32,214627
2013,M,33,210132
2013,M,34,205215
2013,M,35,200591
2013,M,36,196124
2013,M,37,191713
2013,M,38,187381
2013,M,39,183121
2013,M,40,178856
2013,M,41,174547
2013,M,42,170461
2013,M,43,166710
2013,M,44,163142
2013,M,45,159541
2013,M,46,156003
2013,M,47,152083
2013,M,48,147553
2013,M,49,142638
2013,M,50,137789
2013,M,51,132918
2013,M,52,128187
2013,M,53,123721
2013,M,54,119440
2013,M,55,115111
2013,M,56,110753
2013,M,57,106538
2013,M,58,102522
2013,M,59,98629
2013,M,60,94788
2013,M,61,91093
2013,M,62,87106
2013,M,63,82629
2013,M,64,77900
2013,M,65,73316
2013,M,66,68751
2013,M,67,64692
2013,M,68,61408
2013,M,69,58656
2013,M,70,55871
2013,M,71,53110
2013,M,72,50482
2013,M,73,47966
2013,M,74,45496
2013,M,75,43107
2013,M,76,40894
2013,M,77,38153
2013,M,78,34570
2013,M,79,30494
2013,M,80,173412
2014,M,0,281575
2014,M,1,280826
2014,M,2,282622
2014,M,3,285764
2014,M,4,289589
2014,M,5,300381
2014,M,6,300952
2014,M,7,300053
2014,M,8,297988
2014,M,9,295065
2014,M,10,291213
2014,M,11,286363
2014,M,12,282704
2014,M,13,281294
2014,M,14,281312
2014,M,15,280610
2014,M,16,279301
2014,M,17,278661
2014,M,18,279007
2014,M,19,279688
2014,M,20,280132
2014,M,21,280927
2014,M,22,278704
2014,M,23,271871
2014,M,24,262149
2014,M,25,252684
2014,M,26,242659
2014,M,27,234586
2014,M,28,229974
2014,M,29,227554
2014,M,30,224590
2014,M,31,221682
2014,M,32,218215
2014,M,33,213624
2014,M,34,208359
2014,M,35,203413
2014,M,36,198564
2014,M,37,193971
2014,M,38,189805
2014,M,39,185920
2014,M,40,181978
2014,M,41,178033
2014,M,42,174107
2014,M,43,170177
2014,M,44,166232
2014,M,45,162300
2014,M,46,158388
2014,M,47,154340
2014,M,48,150081
2014,M,49,145680
2014,M,50,141307
2014,M,51,136967
2014,M,52,132541
2014,M,53,128002
2014,M,54,123421
2014,M,55,118826
2014,M,56,114125
2014,M,57,109851
2014,M,58,106244
2014,M,59,103023
2014,M,60,99777
2014,M,61,96722
2014,M,62,92972
2014,M,63,88090
2014,M,64,82551
2014,M,65,77222
2014,M,66,71867
2014,M,67,67225
2014,M,68,63731
2014,M,69,61009
2014,M,70,58188
2014,M,71,55371
2014,M,72,52713
2014,M,73,50178
2014,M,74,47689
2014,M,75,45305
2014,M,76,43133
2014,M,77,40321
2014,M,78,36488
2014,M,79,32054
2014,M,80,184708
2015,M,0,278829
2015,M,1,277671
2015,M,2,279438
2015,M,3,282859
2015,M,4,287192
2015,M,5,298988
2015,M,6,299907
2015,M,7,299262
2015,M,8,297345
2015,M,9,294448
2015,M,10,290625
2015,M,11,285931
2015,M,12,281846
2015,M,13,279139
2015,M,14,277387
2015,M,15,275029
2015,M,16,271933
2015,M,17,270519
2015,M,18,271689
2015,M,19,274224
2015,M,20,276401
2015,M,21,279050
2015,M,22,278338
2015,M,23,272338
2015,M,24,263011
2015,M,25,254079
2015,M,26,244603
2015,M,27,237063
2015,M,28,233008
2015,M,29,231132
2015,M,30,228643
2015,M,31,226181
2015,M,32,223000
2015,M,33,218475
2015,M,34,213131
2015,M,35,208079
2015,M,36,203048
2015,M,37,198401
2015,M,38,194415
2015,M,39,190839
2015,M,40,187164
2015,M,41,183516
2015,M,42,179657
2015,M,43,175421
2015,M,44,170954
2015,M,45,166539
2015,M,46,162094
2015,M,47,157786
2015,M,48,153720
2015,M,49,149792
2015,M,50,145839
2015,M,51,141949
2015,M,52,137808
2015,M,53,133263
2015,M,54,128492
2015,M,55,123743
2015,M,56,118863
2015,M,57,114493
2015,M,58,110943
2015,M,59,107862
2015,M,60,104715
2015,M,61,101759
2015,M,62,97980
2015,M,63,92868
2015,M,64,86971
2015,M,65,81297
2015,M,66,75581
2015,M,67,70633
2015,M,68,66937
2015,M,69,64081
2015,M,70,61105
2015,M,71,58127
2015,M,72,55316
2015,M,73,52638
2015,M,74,50013
2015,M,75,47498
2015,M,76,45211
2015,M,77,42252
2015,M,78,38219
2015,M,79,33559
2015,M,80,197606
2016,M,0,279796
2016,M,1,278094
2016,M,2,278980
2016,M,3,281317
2016,M,4,284489
2016,M,5,292834
2016,M,6,293734
2016,M,7,293557
2016,M,8,292452
2016,M,9,290566
2016,M,10,288108
2016,M,11,285290
2016,M,12,281948
2016,M,13,278109
2016,M,14,274104
2016,M,15,269813
2016,M,16,264748
2016,M,17,262242
2016,M,18,263778
2016,M,19,267654
2016,M,20,271028
2016,M,21,274880
2016,M,22,275561
2016,M,23,271101
2016,M,24,263385
2016,M,25,256133
2016,M,26,248439
2016,M,27,242277
2016,M,28,238954
2016,M,29,237370
2016,M,30,235194
2016,M,31,232978
2016,M,32,230015
2016,M,33,225744
2016,M,34,220661
2016,M,35,215756
2016,M,36,210759
2016,M,37,206204
2016,M,38,202433
2016,M,39,199115
2016,M,40,195658
2016,M,41,192274
2016,M,42,188335
2016,M,43,183496
2016,M,44,178119
2016,M,45,172839
2016,M,46,167450
2016,M,47,162618
2016,M,48,158715
2016,M,49,155381
2016,M,50,151931
2016,M,51,148552
2016,M,52,144777
2016,M,53,140320
2016,M,54,135441
2016,M,55,130641
2016,M,56,125761
2016,M,57,121191
2016,M,58,117157
2016,M,59,113429
2016,M,60,109636
2016,M,61,105960
2016,M,62,101754
2016,M,63,96691
2016,M,64,91137
2016,M,65,85744
2016,M,66,80337
2016,M,67,75508
2016,M,68,71606
2016,M,69,68334
2016,M,70,64991
2016,M,71,61653
2016,M,72,58484
2016,M,73,55475
2016,M,74,52542
2016,M,75,49702
2016,M,76,47071
2016,M,77,43852
2016,M,78,39687
2016,M,79,34978
2016,M,80,213234
2017,M,0,283417
2017,M,1,280988
2017,M,2,280315
2017,M,3,280538
2017,M,4,281320
2017,M,5,282855
2017,M,6,283528
2017,M,7,284062
2017,M,8,284354
2017,M,9,284299
2017,M,10,284307
2017,M,11,284786
2017,M,12,283070
2017,M,13,278030
2017,M,14,271102
2017,M,15,264384
2017,M,16,256908
2017,M,17,252911
2017,M,18,254539
2017,M,19,259596
2017,M,20,263965
2017,M,21,268741
2017,M,22,270900
2017,M,23,268612
2017,M,24,263474
2017,M,25,258834
2017,M,26,253922
2017,M,27,249832
2017,M,28,247414
2017,M,29,245961
2017,M,30,243991
2017,M,31,241890
2017,M,32,239092
2017,M,33,235199
2017,M,34,230599
2017,M,35,225996
2017,M,36,221148
2017,M,37,216767
2017,M,38,213247
2017,M,39,210182
2017,M,40,206933
2017,M,41,203821
2017,M,42,199689
2017,M,43,193960
2017,M,44,187285
2017,M,45,180765
2017,M,46,174024
2017,M,47,168419
2017,M,48,164688
2017,M,49,162125
2017,M,50,159315
2017,M,51,156577
2017,M,52,153277
2017,M,53,148968
2017,M,54,143998
2017,M,55,139185
2017,M,56,134399
2017,M,57,129528
2017,M,58,124609
2017,M,59,119663
2017,M,60,114681
2017,M,61,109686
2017,M,62,104765
2017,M,63,99967
2017,M,64,95284
2017,M,65,90643
2017,M,66,86045
2017,M,67,81651
2017,M,68,77528
2017,M,69,73610
2017,M,70,69725
2017,M,71,65861
2017,M,72,62163
2017,M,73,58670
2017,M,74,55293
2017,M,75,51975
2017,M,76,48820
2017,M,77,45248
2017,M,78,40991
2017,M,79,36352
2017,M,80,231234
2018,M,0,288089
2018,M,1,284957
2018,M,2,282547
2018,M,3,280329
2018,M,4,278301
2018,M,5,271948
2018,M,6,272259
2018,M,7,273500
2018,M,8,275291
2018,M,9,277252
2018,M,10,279980
2018,M,11,284075
2018,M,12,284265
2018,M,13,278216
2018,M,14,268480
2018,M,15,259488
2018,M,16,249803
2018,M,17,244333
2018,M,18,245790
2018,M,19,251599
2018,M,20,256560
2018,M,21,261810
2018,M,22,265228
2018,M,23,265263
2018,M,24,263089
2018,M,25,261407
2018,M,26,259649
2018,M,27,257897
2018,M,28,256456
2018,M,29,255082
2018,M,30,253304
2018,M,31,251298
2018,M,32,248683
2018,M,33,245248
2018,M,34,241250
2018,M,35,237047
2018,M,36,232438
2018,M,37,228290
2018,M,38,225027
2018,M,39,222187
2018,M,40,219118
2018,M,41,216242
2018,M,42,211882
2018,M,43,205234
2018,M,44,197235
2018,M,45,189442
2018,M,46,181317
2018,M,47,174896
2018,M,48,171277
2018,M,49,169413
2018,M,50,167172
2018,M,51,164993
2018,M,52,162124
2018,M,53,157984
2018,M,54,152978
2018,M,55,148206
2018,M,56,143586
2018,M,57,138414
2018,M,58,132492
2018,M,59,126141
2018,M,60,119803
2018,M,61,113306
2018,M,62,107578
2018,M,63,103103
2018,M,64,99440
2018,M,65,95684
2018,M,66,92040
2018,M,67,88173
2018,M,68,83834
2018,M,69,79219
2018,M,70,74755
2018,M,71,70335
2018,M,72,66066
2018,M,73,62034
2018,M,74,58151
2018,M,75,54292
2018,M,76,50543
2018,M,77,46579
2018,M,78,42246
2018,M,79,37732
2018,M,80,249917
2019,M,0,292202
2019,M,1,288604
2019,M,2,284785
2019,M,3,280501
2019,M,4,276051
2019,M,5,263012
2019,M,6,262897
2019,M,7,264594
2019,M,8,267504
2019,M,9,271029
2019,M,10,275890
2019,M,11,282811
2019,M,12,284586
2019,M,13,277975
2019,M,14,266343
2019,M,15,255873
2019,M,16,244824
2019,M,17,238312
2019,M,18,239345
2019,M,19,245216
2019,M,20,250161
2019,M,21,255267
2019,M,22,259415
2019,M,23,261444
2019,M,24,262042
2019,M,25,263080
2019,M,26,264216
2019,M,27,264638
2019,M,28,264145
2019,M,29,262913
2019,M,30,261398
2019,M,31,259586
2019,M,32,257237
2019,M,33,254300
2019,M,34,250918
2019,M,35,247154
2019,M,36,242853
2019,M,37,238971
2019,M,38,235944
2019,M,39,233278
2019,M,40,230342
2019,M,41,227623
2019,M,42,223076
2019,M,43,215739
2019,M,44,206752
2019,M,45,197999
2019,M,46,188834
2019,M,47,181756
2019,M,48,178114
2019,M,49,176636
2019,M,50,174683
2019,M,51,172767
2019,M,52,170135
2019,M,53,166144
2019,M,54,161199
2019,M,55,156535
2019,M,56,152130
2019,M,57,146756
2019,M,58,139999
2019,M,59,132444
2019,M,60,124954
2019,M,61,117186
2019,M,62,110757
2019,M,63,106506
2019,M,64,103640
2019,M,65,100566
2019,M,66,97653
2019,M,67,94183
2019,M,68,89655
2019,M,69,84470
2019,M,70,79530
2019,M,71,74659
2019,M,72,69902
2019,M,73,65376
2019,M,74,61007
2019,M,75,56633
2019,M,76,52322
2019,M,77,47985
2019,M,78,43571
2019,M,79,39161
2019,M,80,267591
2020,M,0,294149
2020,M,1,290535
2020,M,2,286133
2020,M,3,280863
2020,M,4,275185
2020,M,5,258946
2020,M,6,258412
2020,M,7,260066
2020,M,8,263233
2020,M,9,267235
2020,M,10,272798
2020,M,11,280649
2020,M,12,283086
2020,M,13,276620
2020,M,14,264790
2020,M,15,254283
2020,M,16,243361
2020,M,17,236657
2020,M,18,237021
2020,M,19,241996
2020,M,20,246117
2020,M,21,250290
2020,M,22,254334
2020,M,23,257547
2020,M,24,260141
2020,M,25,263077
2020,M,26,266219
2020,M,27,268227
2020,M,28,268548
2020,M,29,267631
2020,M,30,266541
2020,M,31,265137
2020,M,32,263204
2020,M,33,260765
2020,M,34,257906
2020,M,35,254567
2020,M,36,250616
2020,M,37,247008
2020,M,38,244165
2020,M,39,241604
2020,M,40,238734
2020,M,41,236050
2020,M,42,231435
2020,M,43,223895
2020,M,44,214618
2020,M,45,205563
2020,M,46,196076
2020,M,47,188706
2020,M,48,184837
2020,M,49,183181
2020,M,50,181027
2020,M,51,178868
2020,M,52,176126
2020,M,53,172224
2020,M,54,167480
2020,M,55,163004
2020,M,56,158838
2020,M,57,153464
2020,M,58,146322
2020,M,59,138151
2020,M,60,130083
2020,M,61,121694
2020,M,62,114865
2020,M,63,110584
2020,M,64,107916
2020,M,65,104985
2020,M,66,102217
2020,M,67,98790
2020,M,68,94122
2020,M,69,88672
2020,M,70,83500
2020,M,71,78415
2020,M,72,73385
2020,M,73,68506
2020,M,74,63744
2020,M,75,58974
2020,M,76,54244
2020,M,77,49606
2020,M,78,45083
2020,M,79,40684
2020,M,80,282565
2021,M,0,293548
2021,M,1,290561
2021,M,2,286681
2021,M,3,281825
2021,M,4,276446
2021,M,5,261652
2021,M,6,260565
2021,M,7,261353
2021,M,8,263460
2021,M,9,266329
2021,M,10,270498
2021,M,11,276507
2021,M,12,278328
2021,M,13,273217
2021,M,14,263901
2021,M,15,255702
2021,M,16,247380
2021,M,17,241808
2021,M,18,240899
2021,M,19,243129
2021,M,20,244838
2021,M,21,246475
2021,M,22,249010
2021,M,23,252464
2021,M,24,256434
2021,M,25,260524
2021,M,26,264855
2021,M,27,267941
2021,M,28,269014
2021,M,29,268643
2021,M,30,268225
2021,M,31,267555
2021,M,32,266263
2021,M,33,264331
2021,M,34,261872
2021,M,35,258923
2021,M,36,255360
2021,M,37,252009
2021,M,38,249248
2021,M,39,246663
2021,M,40,243723
2021,M,41,240855
2021,M,42,236303
2021,M,43,229244
2021,M,44,220669
2021,M,45,212246
2021,M,46,203469
2021,M,47,196290
2021,M,48,191794
2021,M,49,189015
2021,M,50,185823
2021,M,51,182548
2021,M,52,179131
2021,M,53,175301
2021,M,54,171106
2021,M,55,167067
2021,M,56,163327
2021,M,57,158320
2021,M,58,151398
2021,M,59,143332
2021,M,60,135415
2021,M,61,127239
2021,M,62,120363
2021,M,63,115645
2021,M,64,112304
2021,M,65,108717
2021,M,66,105228
2021,M,67,101335
2021,M,68,96630
2021,M,69,91411
2021,M,70,86413
2021,M,71,81523
2021,M,72,76554
2021,M,73,71494
2021,M,74,66400
2021,M,75,61346
2021,M,76,56330
2021,M,77,51456
2021,M,78,46789
2021,M,79,42303
2021,M,80,293885
2022,M,0,291471
2022,M,1,289611
2022,M,2,287024
2022,M,3,283516
2022,M,4,279422
2022,M,5,269197
2022,M,6,267380
2022,M,7,266640
2022,M,8,266689
2022,M,9,267240
2022,M,10,268484
2022,M,11,270615
2022,M,12,270943
2022,M,13,268224
2022,M,14,263608
2022,M,15,259633
2022,M,16,255955
2022,M,17,252565
2022,M,18,249765
2022,M,19,247581
2022,M,20,245424
2022,M,21,243037
2022,M,22,242861
2022,M,23,245935
2022,M,24,251046
2022,M,25,255940
2022,M,26,261060
2022,M,27,265001
2022,M,28,266830
2022,M,29,267162
2022,M,30,267607
2022,M,31,267917
2022,M,32,267446
2022,M,33,266057
2022,M,34,263947
2022,M,35,261392
2022,M,36,258269
2022,M,37,255175
2022,M,38,252413
2022,M,39,249688
2022,M,40,246558
2022,M,41,243314
2022,M,42,238907
2022,M,43,232837
2022,M,44,225714
2022,M,45,218628
2022,M,46,211345
2022,M,47,204704
2022,M,48,199228
2022,M,49,194545
2022,M,50,189617
2022,M,51,184492
2022,M,52,179941
2022,M,53,176192
2022,M,54,172865
2022,M,55,169505
2022,M,56,166390
2022,M,57,162049
2022,M,58,155764
2022,M,59,148271
2022,M,60,140985
2022,M,61,133576
2022,M,62,126874
2022,M,63,121417
2022,M,64,116782
2022,M,65,111968
2022,M,66,107131
2022,M,67,102410
2022,M,68,97758
2022,M,69,93147
2022,M,70,88634
2022,M,71,84259
2022,M,72,79600
2022,M,73,74467
2022,M,74,69056
2022,M,75,63762
2022,M,76,58526
2022,M,77,53444
2022,M,78,48610
2022,M,79,43988
2022,M,80,302677
2023,M,0,288490
2023,M,1,287970
2023,M,2,287030
2023,M,3,285318
2023,M,4,283001
2023,M,5,278728
2023,M,6,276209
2023,M,7,273772
2023,M,8,271451
2023,M,9,269282
2023,M,10,267062
2023,M,11,264596
2023,M,12,263088
2023,M,13,263043
2023,M,14,263793
2023,M,15,264601
2023,M,16,266136
2023,M,17,265259
2023,M,18,260502
2023,M,19,253568
2023,M,20,247262
2023,M,21,240580
2023,M,22,237350
2023,M,23,239621
2023,M,24,245409
2023,M,25,250631
2023,M,26,256039
2023,M,27,260489
2023,M,28,262977
2023,M,29,264081
2023,M,30,265446
2023,M,31,266818
2023,M,32,267236
2023,M,33,266413
2023,M,34,264646
2023,M,35,262515
2023,M,36,259894
2023,M,37,257095
2023,M,38,254326
2023,M,39,251432
2023,M,40,248093
2023,M,41,244429
2023,M,42,240226
2023,M,43,235365
2023,M,44,230003
2023,M,45,224544
2023,M,46,219066
2023,M,47,213131
2023,M,48,206616
2023,M,49,199822
2023,M,50,192983
2023,M,51,185827
2023,M,52,180001
2023,M,53,176279
2023,M,54,173830
2023,M,55,171134
2023,M,56,168605
2023,M,57,164981
2023,M,58,159517
2023,M,59,152857
2023,M,60,146453
2023,M,61,140092
2023,M,62,133708
2023,M,63,127438
2023,M,64,121297
2023,M,65,115066
2023,M,66,108683
2023,M,67,103007
2023,M,68,98414
2023,M,69,94502
2023,M,70,90544
2023,M,71,86747
2023,M,72,82464
2023,M,73,77320
2023,M,74,71648
2023,M,75,66180
2023,M,76,60795
2023,M,77,55545
2023,M,78,50537
2023,M,79,45735
2023,M,80,310375
2024,M,0,285181
2024,M,1,285918
2024,M,2,286566
2024,M,3,286615
2024,M,4,286070
2024,M,5,287391
2024,M,6,284407
2024,M,7,280596
2024,M,8,276275
2024,M,9,271766
2024,M,10,266541
2024,M,11,260074
2024,M,12,256915
2024,M,13,259075
2024,M,14,264337
2024,M,15,269132
2024,M,16,274971
2024,M,17,276226
2024,M,18,269990
2024,M,19,259307
2024,M,20,249738
2024,M,21,239712
2024,M,22,233939
2024,M,23,235180
2024,M,24,240954
2024,M,25,245913
2024,M,26,250996
2024,M,27,255482
2024,M,28,258431
2024,M,29,260291
2024,M,30,262504
2024,M,31,264851
2024,M,32,266118
2024,M,33,265865
2024,M,34,264482
2024,M,35,262833
2024,M,36,260786
2024,M,37,258356
2024,M,38,255650
2024,M,39,252653
2024,M,40,249182
2024,M,41,245203
2024,M,42,241241
2024,M,43,237517
2024,M,44,233786
2024,M,45,229827
2024,M,46,225993
2024,M,47,220755
2024,M,48,213432
2024,M,49,204899
2024,M,50,196491
2024,M,51,187676
2024,M,52,180762
2024,M,53,176949
2024,M,54,175069
2024,M,55,172770
2024,M,56,170549
2024,M,57,167446
2024,M,58,162754
2024,M,59,156979
2024,M,60,151483
2024,M,61,146175
2024,M,62,140176
2024,M,63,133244
2024,M,64,125793
2024,M,65,118346
2024,M,66,110638
2024,M,67,104117
2024,M,68,99506
2024,M,69,96098
2024,M,70,92521
2024,M,71,89110
2024,M,72,85088
2024,M,73,79949
2024,M,74,74118
2024,M,75,68553
2024,M,76,63103
2024,M,77,57739
2024,M,78,52557
2024,M,79,47546
2024,M,80,318411
2025,M,0,282115
2025,M,1,283738
2025,M,2,285500
2025,M,3,286792
2025,M,4,287516
2025,M,5,292332
2025,M,6,289328
2025,M,7,284956
2025,M,8,279691
2025,M,9,274007
2025,M,10,267227
2025,M,11,258674
2025,M,12,254580
2025,M,13,257722
2025,M,14,265120
2025,M,15,271754
2025,M,16,279510
2025,M,17,281796
2025,M,18,275111
2025,M,19,263016
2025,M,20,252241
2025,M,21,241037
2025,M,22,234088
2025,M,23,234273
2025,M,24,239113
2025,M,25,243094
2025,M,26,247135
2025,M,27,251062
2025,M,28,254174
2025,M,29,256682
2025,M,30,259541
2025,M,31,262611
2025,M,32,264573
2025,M,33,264881
2025,M,34,263971
2025,M,35,262887
2025,M,36,261496
2025,M,37,259548
2025,M,38,257051
2025,M,39,254102
2025,M,40,250678
2025,M,41,246640
2025,M,42,242934
2025,M,43,239983
2025,M,44,237308
2025,M,45,234313
2025,M,46,231487
2025,M,47,226758
2025,M,48,219151
2025,M,49,209829
2025,M,50,200714
2025,M,51,191163
2025,M,52,183670
2025,M,53,179587
2025,M,54,177655
2025,M,55,175229
2025,M,56,172798
2025,M,57,169771
2025,M,58,165573
2025,M,59,160530
2025,M,60,155738
2025,M,61,151212
2025,M,62,145589
2025,M,63,138371
2025,M,64,130217
2025,M,65,122136
2025,M,66,113755
2025,M,67,106732
2025,M,68,101939
2025,M,69,98559
2025,M,70,94942
2025,M,71,91471
2025,M,72,87412
2025,M,73,82252
2025,M,74,76405
2025,M,75,70841
2025,M,76,65413
2025,M,77,60001
2025,M,78,54660
2025,M,79,49418
2025,M,80,328217
2026,M,0,279202
2026,M,1,281288
2026,M,2,283637
2026,M,3,285608
2026,M,4,287065
2026,M,5,292874
2026,M,6,290487
2026,M,7,286642
2026,M,8,281803
2026,M,9,276435
2026,M,10,269952
2026,M,11,261772
2026,M,12,257592
2026,M,13,259965
2026,M,14,266216
2026,M,15,271688
2026,M,16,278001
2026,M,17,279827
2026,M,18,274269
2026,M,19,264215
2026,M,20,255293
2026,M,21,246183
2026,M,22,239989
2026,M,23,238764
2026,M,24,240867
2026,M,25,242398
2026,M,26,243880
2026,M,27,246130
2026,M,28,249078
2026,M,29,252417
2026,M,30,255925
2026,M,31,259663
2026,M,32,262339
2026,M,33,263291
2026,M,34,262984
2026,M,35,262622
2026,M,36,262052
2026,M,37,260766
2026,M,38,258661
2026,M,39,255929
2026,M,40,252747
2026,M,41,248938
2026,M,42,245480
2026,M,43,242835
2026,M,44,240498
2026,M,45,237775
2026,M,46,235139
2026,M,47,230689
2026,M,48,223520
2026,M,49,214694
2026,M,50,206040
2026,M,51,197028
2026,M,52,189610
2026,M,53,184893
2026,M,54,181906
2026,M,55,178488
2026,M,56,174971
2026,M,57,171348
2026,M,58,167368
2026,M,59,163057
2026,M,60,158883
2026,M,61,154975
2026,M,62,149840
2026,M,63,142853
2026,M,64,134741
2026,M,65,126757
2026,M,66,118531
2026,M,67,111409
2026,M,68,106150
2026,M,69,102081
2026,M,70,97785
2026,M,71,93563
2026,M,72,89031
2026,M,73,83860
2026,M,74,78293
2026,M,75,72949
2026,M,76,67765
2026,M,77,62458
2026,M,78,56970
2026,M,79,51423
2026,M,80,339825
2027,M,0,276059
2027,M,1,278380
2027,M,2,281065
2027,M,3,283474
2027,M,4,285460
2027,M,5,290919
2027,M,6,289647
2027,M,7,287089
2027,M,8,283594
2027,M,9,279508
2027,M,10,274513
2027,M,11,268287
2027,M,12,264513
2027,M,13,264869
2027,M,14,267703
2027,M,15,269917
2027,M,16,272411
2027,M,17,272761
2027,M,18,269543
2027,M,19,264096
2027,M,20,259308
2027,M,21,254744
2027,M,22,250666
2027,M,23,247545
2027,M,24,245262
2027,M,25,242947
2027,M,26,240429
2027,M,27,239968
2027,M,28,242491
2027,M,29,246901
2027,M,30,251148
2027,M,31,255611
2027,M,32,259095
2027,M,33,260783
2027,M,34,261178
2027,M,35,261675
2027,M,36,262088
2027,M,37,261618
2027,M,38,260039
2027,M,39,257630
2027,M,40,254821
2027,M,41,251428
2027,M,42,248226
2027,M,43,245614
2027,M,44,243189
2027,M,45,240327
2027,M,46,237371
2027,M,47,233093
2027,M,48,226889
2027,M,49,219459
2027,M,50,212093
2027,M,51,204520
2027,M,52,197615
2027,M,53,191943
2027,M,54,187107
2027,M,55,182002
2027,M,56,176682
2027,M,57,171960
2027,M,58,168075
2027,M,59,164634
2027,M,60,161143
2027,M,61,157870
2027,M,62,153391
2027,M,63,146999
2027,M,64,139402
2027,M,65,131989
2027,M,66,124462
2027,M,67,117487
2027,M,68,111532
2027,M,69,106251
2027,M,70,100800
2027,M,71,95305
2027,M,72,89983
2027,M,73,84843
2027,M,74,79820
2027,M,75,74906
2027,M,76,70183
2027,M,77,65125
2027,M,78,59495
2027,M,79,53562
2027,M,80,352280
2028,M,0,272824
2028,M,1,275227
2028,M,2,278077
2028,M,3,280750
2028,M,4,283110
2028,M,5,287484
2028,M,6,287536
2028,M,7,286615
2028,M,8,284903
2028,M,9,282581
2028,M,10,279658
2028,M,11,276152
2028,M,12,273081
2028,M,13,270963
2028,M,14,269474
2028,M,15,267607
2028,M,16,265367
2028,M,17,263818
2028,M,18,263327
2028,M,19,263373
2028,M,20,263493
2028,M,21,264282
2028,M,22,262835
2028,M,23,257821
2028,M,24,250826
2028,M,25,244413
2028,M,26,237645
2028,M,27,234221
2028,M,28,236102
2028,M,29,241392
2028,M,30,246160
2028,M,31,251107
2028,M,32,255233
2028,M,33,257612
2028,M,34,258746
2028,M,35,260132
2028,M,36,261559
2028,M,37,261961
2028,M,38,260982
2028,M,39,258985
2028,M,40,256650
2028,M,41,253813
2028,M,42,250908
2028,M,43,248210
2028,M,44,245491
2028,M,45,242303
2028,M,46,238803
2028,M,47,234646
2028,M,48,229637
2028,M,49,224002
2028,M,50,218284
2028,M,51,212531
2028,M,52,206361
2028,M,53,199688
2028,M,54,192781
2028,M,55,185807
2028,M,56,178506
2028,M,57,172516
2028,M,58,168601
2028,M,59,165937
2028,M,60,163018
2028,M,61,160244
2028,M,62,156398
2028,M,63,150759
2028,M,64,143940
2028,M,65,137352
2028,M,66,130800
2028,M,67,124130
2028,M,68,117434
2028,M,69,110771
2028,M,70,104017
2028,M,71,97097
2028,M,72,90878
2028,M,73,85752
2028,M,74,81314
2028,M,75,76852
2028,M,76,72608
2028,M,77,67814
2028,M,78,62048
2028,M,79,55726
2028,M,80,365534
2029,M,0,269633
2029,M,1,272042
2029,M,2,274964
2029,M,3,277798
2029,M,4,280426
2029,M,5,283587
2029,M,6,284882
2029,M,7,285538
2029,M,8,285573
2029,M,9,285005
2029,M,10,284144
2029,M,11,283300
2029,M,12,281032
2029,M,13,276774
2029,M,14,271420
2029,M,15,265925
2029,M,16,259498
2029,M,17,256217
2029,M,18,258013
2029,M,19,262762
2029,M,20,267057
