AÑO,METAL,UDM,ETAPA,PROCESO,ESTRATO,TITULAR,UNIDAD,REGIÓN,PROVINCIA,DISTRITO,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12
2001,Cadmio,TMF,Refinación,,GRAN Y MEDIANA MINERÍA,DOE RUN PERU S.R.LTDA.,C.M.LA OROYA-REFINACION 1 Y 2,JUNIN,YAULI,LA OROYA,13.9986,13.49865,14.19858,14.29857,14.49855,13.79862,12,14.9985,14.9985,13.9986,14.19858,14.59854
2001,Cadmio,TMF,Refinación,,GRAN Y MEDIANA MINERÍA,SOC.MRA.REFINERIA DE ZINC DE CAJAMARQUILLA S.A.,REF.CAJAMARQUILLA,LIMA,LIMA,LURIGANCHO,25.9974,20.9979,25.9974,25.9974,19.998,14.9985,37.9962,28.9971,27.9972,28.9971,29.997,27.9972
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,CUAJONE,MOQUEGUA,MARISCAL NIETO,TORATA,15446.80449,10624.94312,13750.39055,13372.6925,13273.61872,12137.61575,13726.30621,13485.99637,13685.9413,14820.9546,14933.898,15879.4229
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,TOQUEPALA,TACNA,JORGE BASADRE,ILABAYA,9406.525069,8252.035314,7837.477724,7570.623819,9505.957175,9210.113126,9730.696091,11285.76912,11482.9913,13006.2019,12992.3982,12105.7455
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.ANTAMINA S.A.,ANTAMINA,ANCASH,HUARI,SAN MARCOS,0,0,0,0,0,0,26506.99998,22725.9927,30044.44,31374.418,11391.0649,39904.3227
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,BHP BILLITON TINTAYA S.A.,TINTAYA,CUSCO,ESPINAR,ESPINAR,6264.825168,4914.108564,7856.68108,7321.975752,6759.983445,6687.914524,6744.086792,7007.35071,7933.930816,7627.798042,7897.522804,8167.417013
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,DOE RUN PERU S.R.LTDA.,COBRIZA,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,1333.7856,1240.6293,1290.816,1366.7212,1419.7806,1426.0167,1354.0034,1360.2384,1296.416,1447.9917,1451.1087,1521.0046
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,VOLCAN CIA.MINERA S.A.A.,SAN CRISTOBAL,JUNIN,YAULI,YAULI,277.9519,231.0412,309.1414,215.0182,249.415,193.3514,187.3563,197.4678,171.9416,221.048404,201.71,151.9846
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,VOLCAN CIA.MINERA S.A.A.,TICLIO,JUNIN,YAULI,YAULI,9.12,9.8632,5.735,8.897,11.6108,14.1064,10.0237,10.33,15.4771,15.9626,18.394513,14.4198
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,VOLCAN CIA.MINERA S.A.A.,ANDAYCHAGUA,JUNIN,YAULI,SUITUCANCHA,0,0,0.262,0,0,1.6604,1.708,4.2534,6.7168,9.8426,4.2849,30.5408
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,VOLCAN CIA.MINERA S.A.A.,CARAHUACRA,JUNIN,YAULI,YAULI,0,0,0,0,0,0,0,0,0,0,0,37.786318
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.CONDESTABLE S.A.,RAUL,LIMA,CAÑETE,MALA,792.3489,745.416,627.456,649.4202,775.032,681.1845,731.7856,686.448,653.13,691.863,585.8146,752.2132
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.RAURA S.A.,RAURA,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,558.3702,385.2027,548.8986,549.7264,582.5576,543.15013,578.0028,555.84408,609.7015,485.4759,210.1844,472.6635
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.ATACOCHA S.A.,ATACOCHA,PASCO,PASCO,YANACANCHA,227.0055,206.5497,236.5827,235.3415,277.6435,256.0685,225.1856,229.205,258.8247,219.4966,247.956,259.7268
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,EMPRESA MINERA YAULIYACU S.A.,CASAPALCA,LIMA,HUAROCHIRI,CHICLA,232.6863,190.2574,189.8976,203.357,211.421,196.6884,204.9078,218.4488,231.084,249.4354,238.7199,216.3415
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,PAN AMERICAN SILVER S.A.C. MINA QUIRUVILCA,QUIRUVILCA,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,148.047046,145.980174,179.135066,157.368874,154.756298,140.522186,150.653328,165.224533,172.228445,159.660666,151.773828,152.271281
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,EMP.MRA.ISCAYCRUZ S.A.,ISCAYCRUZ,LIMA,OYON,PACHANGARA,131.03727,142.0632,168,131.251895,157.0551,133.633724,154.9706,176.3084,169.581,119.0871,87.432656,89.26797
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.MILPO S.A.,MILPO N° 1,PASCO,PASCO,YANACANCHA,0,0,137.499836,152.747314,155.799226,141.912186,168.639904,112.38418,170.098864,176.233539,185.892097,190.198912
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MINERA COLQUISIRI S.A.,MARIA TERESA,LIMA,HUARAL,HUARAL,113.20911,85.689819,114.371643,106.993025,100.87279,94.697317,99.29268,114.080542,145.310822,136.546806,149.861804,137.604233
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,EMP.MRA.DEL CENTRO DEL PERU S.A.,MOROCOCHA,JUNIN,YAULI,MOROCOCHA,56.92749,54.8554,56.86811,63.27709,59.9956,78.08216,75.03696,67.656072,53.75736,68.93163,72.93915,63.86429
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,EMP.MRA.DEL CENTRO DEL PERU S.A.,YAURICOCHA,LIMA,YAUYOS,ALIS,42.67264,47.339,45.17088,39.66168,36.23496,60.9972,38.3758,32.5563,29.5411,35.64165,48.9796,74.1172
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOC.MRA.EL BROCAL S.A.,COLQUIJIRCA N. 1,PASCO,PASCO,TINYAHUARCO,118.4813,75.58,64.1994,115.81318,132.855,115.4234,114.938,113.585,129.631,111.0688,96.4758,91.0114
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.SANTA LUISA S.A.,SANTA LUISA,ANCASH,BOLOGNESI,HUALLANCA,72.8231,85.5685,60.8961,58.4166,107.3396,60.2563,111.5847,118.5237,113.13,96.0418,118.7746,115.6134
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOC.MRA.CORONA S.A.,MANUELITA,JUNIN,YAULI,MOROCOCHA,71.096344,55.65186,74.006406,48.1831,52.61841,100.404078,104.440861,127.520802,122.784813,99.711028,108.129833,124.340214
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.HUARON S.A.,HUARON,PASCO,PASCO,HUAYLLAY,0,0,0,43.472231,141.941946,180.554256,193.479109,162.95697,137.015412,198.958104,0,0
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOC.MRA.AUSTRIA DUVAZ S.A.,AUSTRIA DUVAZ,JUNIN,YAULI,MOROCOCHA,92.270626,75.709568,101.217311,118.092553,100.703826,94.802262,93.91934,85.845034,60.652464,64.280283,76.497118,67.460395
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.CASAPALCA S.A.,AMERICANA,LIMA,HUAROCHIRI,CHICLA,63.102638,65.461846,55.827565,41.314074,42.664226,48.362123,63.991591,56.7081,53.634476,60.438513,51.851146,57.47592
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,EMP.ADMINISTRADORA CHUNGAR S.A.C.,ANIMON,PASCO,PASCO,HUAYLLAY,34.5998,35.8379,46.0149,41.7375,46.5982,50.884685,52.965427,47.289315,62.869015,70.535816,75.4353,90.2516
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.SAN VALENTIN S.A.,SATANAS,LIMA,YAUYOS,LARAOS,37.709925,44.309538,60.302269,39.033323,38.763161,22.392211,28.294671,16.163555,27.203531,19.619492,18.298631,13.268772
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.CAUDALOSA S.A.,HUACHOCOLPA UNO,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,38.46402,35.7867,39.60554,35.960716,34.33174,32.4065,23.967426,24.166625,23.319,17.25696,24.659119,26.923458
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MINAS ARIRAHUA S.A.,BARRENO,AREQUIPA,CONDESUYOS,YANAQUIHUA,26.35794,26.26182,31.41878,34.56,29.1125,30.8952,30.311945,35.46268,29.6344,21.081275,22.137432,25.03614
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,JULCANI,HUANCAVELICA,ANGARAES,CCOCHACCASA,6.522287,0,0,0,0,0,28.647312,26.236967,29.862378,29.330778,25.63169,22.62316
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,RECUPERADA,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,15.853304,2.154993,0,0,0,0,0,0,0,0,0,9.350935
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,ORCOPAMPA,AREQUIPA,CASTILLA,ORCOPAMPA,2.71236,0.377759,4.053186,5.868707,0,0,2.665256,2.434796,2.551668,2.195529,0.972722,0.22527
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,COOPERATIVA MINERA MINAS CANARIA LTDA.,CATALINA HUANCA,AYACUCHO,VICTOR FAJARDO,CANARIA,18.7394,21.055,57.6615,16.3032,0,0,0,4.212,4.3795,4.572,0,0
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOC.MRA.CORONA S.A.,CAROLINA N° 1,CAJAMARCA,HUALGAYOC,HUALGAYOC,0,0,0,0,0,0,15.717429,16.193205,17.17304,18.347057,22.806806,20.443985
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MRA.PACHAPAQUI S.A.,PACHAPAQUI,ANCASH,BOLOGNESI,AQUIA,0,6.148368,10.176112,5.939228,9.175834,3.506125,4.615036,7.073101,12.90951,21.429852,14.261854,3.992686
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,INVERSIONES MRAS.DEL SUR S.A.,CARAVELI,AREQUIPA,CARAVELI,CARAVELI,5.372786,3.40704,3.86873,2.061717,5.152805,5.28234,4.663682,2.72835,0,5.62385,2.604,5.785
2001,Cobre,TMF,CONCENTRACIÓN,FLOTACIÓN,Pequeño productor minero,MINERA HUINAC S.A.C.,ADMIRADA ATILA,ANCASH,AIJA,LA MERCED,4.5,4.68,4.68,4.68,9.5,8,7.2,9,8.5,7.2,0,6.8
2001,Cobre,TMF,CONCENTRACIÓN,LIXIVIACIÓN,GRAN Y MEDIANA MINERÍA,SOC. MINERA CERRO VERDE S.A.A.,"CERRO VERDE 1,2,3",AREQUIPA,AREQUIPA,UCHUMAYO,6240.3759,5678.4321,6278.3721,6087.3912,6459.354,6274.3725,6426.3573,6492.3507,6356.3643,6615.3384,6910.3089,7168.2831
2001,Cobre,TMF,CONCENTRACIÓN,LIXIVIACIÓN,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,P. LIXIV. SX/EW-TOQUEPALA,TACNA,JORGE BASADRE,ILABAYA,4631.706783,4431.506805,4483.5516,4290.020955,4595.770377,3524.985466,4401.539802,4405.349421,4337.738183,5017.523198,5072.442705,5229.526995
2001,Cobre,TMF,CONCENTRACIÓN,LIXIVIACIÓN,GRAN Y MEDIANA MINERÍA,MINAS ARIRAHUA S.A.,BARRENO,AREQUIPA,CONDESUYOS,YANAQUIHUA,0,0,0,0,0,0,0.00308,0.00313,0.003034,0.002183,0.002385,0.002362
2001,Cobre,TMF,CONCENTRACIÓN,PRECIPITACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.CONDESTABLE S.A.,RAUL,LIMA,CAÑETE,MALA,80.1248,70.5012,59.1426,63.7728,70.2984,73.3057,70.49,53.9916,5.0856,0,0,0
2001,Cobre,TMF,CONCENTRACIÓN,PRECIPITACIÓN,GRAN Y MEDIANA MINERÍA,PAN AMERICAN SILVER S.A.C. MINA QUIRUVILCA,QUIRUVILCA,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,1.05,0.8,1,2,1,0,0,0,0,0,0,0
2001,Cobre,TMF,Fundición,,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,LA FUNDICION,MOQUEGUA,ILO,PACOCHA,21761.72438,21386.58033,22100.16887,21271.97222,25276.81011,28699.89797,28408.35239,29155.98218,33401.7667,33377.84117,31459.99544,29579.61844
2001,Cobre,TMF,Fundición,,GRAN Y MEDIANA MINERÍA,SOC.MRA.REFINERIA DE ZINC DE CAJAMARQUILLA S.A.,PLTA.CAJAMARQUILLA,LIMA,LIMA,LURIGANCHO,113.9832,96.996,83.44,58.24,74.0012,89.0014,99.006,82.9962,88,81.9947,72.9882,77.9904
2001,Cobre,TMF,Refinación,,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,REF.DE COBRE - ILO,MOQUEGUA,ILO,PACOCHA,23383.90638,20870.19077,23369.59781,22735.30424,23655.52421,22666.7041,23181.49562,23958.04596,23127.56701,22815.62621,23364.31334,23984.47231
2001,Cobre,TMF,Refinación,,GRAN Y MEDIANA MINERÍA,DOE RUN PERU S.R.LTDA.,C.M.LA OROYA-REFINACION 1 Y 2,JUNIN,YAULI,LA OROYA,5392.31759,5109.377223,5645.766047,5426.200359,5730.800127,5616.83947,5734.091905,5220.193666,5166.999016,5310.743479,5422.965596,5613.2546
2001,Estaño,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MINSUR S.A.,SAN RAFAEL,PUNO,MELGAR,ANTAUTA,3292.087098,2894.092709,3099.45463,3349.512461,2993.811871,2976.542683,3244.081396,3142.895457,3188.092753,3607.191722,3234.22761,3160.086384
2001,Estaño,TMF,Fundición,,GRAN Y MEDIANA MINERÍA,MINSUR S.A.,FUNSUR,ICA,PISCO,PARACAS,2237.7762,2032.7967,3520.6479,2299.77,2418.7581,2323.7676,2150.7849,2431.7568,784.9215,1783.8216,2897.7102,2800.7199
2001,Hierro,TMF,CONCENTRACIÓN,Flotación,GRAN Y MEDIANA MINERÍA,SHOUGANG HIERRO PERU S.A.A.,CPS-1,ICA,NAZCA,MARCONA,274613.3928,218494.2643,243576.901,239722.2012,251086.2225,222276.602,248689.2839,267999.235,258541.793,298182.4152,214145.8258,301073.358
2001,Molibdeno,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,CUAJONE,MOQUEGUA,MARISCAL NIETO,TORATA,444.8314,265.459485,381.079195,373.562284,292.611257,244.833447,328.708371,348.401592,372.753261,368.244514,438.466095,393.335392
2001,Molibdeno,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,TOQUEPALA,TACNA,JORGE BASADRE,ILABAYA,374.3509,259.16057,282.875072,217.797888,254.296403,281.946364,362.830008,310.226202,393.741366,364.610219,371.64591,624.812209
2001,Molibdeno,TMF,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.ANTAMINA S.A.,ANTAMINA,ANCASH,HUARI,SAN MARCOS,0,0,0,0,0,0,51.9948,132.2015,155.94,260.5488,11.0711,536.8933
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,ORCOPAMPA,AREQUIPA,CASTILLA,ORCOPAMPA,74458.6176,118812.07,1723.38265,44784.1447,28275.855,49794.8876,10245.4702,57943.9485,77408.413,101159.0118,91663.7568,69409.9175
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,MRA.SHILA S.A.C.,GERDI APACHETA,AREQUIPA,CASTILLA,CHACHAS,31111.58943,32301.33635,31101.06279,32719.79436,31981.44004,33908.0965,33108.117,33088.80218,32933.42514,0,0,0
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,MRA.SHILA S.A.C.,ACUMULACION ANCOYO,AREQUIPA,CASTILLA,CHACHAS,0,0,0,0,0,0,0,0,0,34007.4553,29867.929,31398.81111
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,CIA.MRA.ERIKA S.A. (**),SAN JUAN DE AREQUIPA,AREQUIPA,CONDESUYOS,RIO GRANDE,7823.872162,7170.355862,6863.21439,7097.36919,11223.87083,9499.545465,12010.75446,13801.34589,15038.23564,13207.01129,10130.27255,11626.46022
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,INVERSIONES MRAS.DEL SUR S.A.,ANTAPITE,HUANCAVELICA,HUAYTARA,CORDOVA,0,0,0,0,0,0,0,0,31077.95991,25403.97782,33630.18368,33619.7
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,MRA.PAULA 49 S.A.C.,PAULA 49,AREQUIPA,CASTILLA,CHOCO,15093.61711,25592.91728,0,0,0,11632.38408,12758.05405,12319.66662,12893.99858,10455.97528,8464.958516,6199.307895
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,GRAN Y MEDIANA MINERÍA,CIA.MINERA SELENE S.A.C.,SELENE,APURIMAC,AYMARAES,COTARUSE,0,0,0,0,0,20285.91771,19152.42482,0,36071.51632,0,0,0
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,Pequeño productor minero,CORPORACION MINERA ANANEA S.A.,ANA MARIA DE PUNO,PUNO,SAN ANTONIO DE PUTINA,ANANEA,0,0,0,484.840102,1631.160342,1312.840275,2394.760502,1495.920313,4358.040913,1035.920217,1384.60029,4730.640991
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,Pequeño productor minero,COMPAÑIA MINERA DE SANDIA S.A.C.,ANTONIETA,PUNO,SANDIA,SANDIA,0,0,212.787045,204.795043,206.793043,218.781046,229.770048,221.778046,216.783045,228.771048,234.765049,259.740054
2001,Oro,g FINOS,CONCENTRACIÓN,GRAVIMETRÍA,Pequeño productor minero,"TUSS LOPEZ DE ROMAÑA,WILLIAM",ANTONIETA,PUNO,SANDIA,ALTO INAMBARI,0,464.535097,368.631077,0,0,0,0,0,0,0,0,0
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,BHP BILLITON TINTAYA S.A.,TINTAYA,CUSCO,ESPINAR,ESPINAR,49186.35977,29607.42001,85958.73046,96139.3875,81229.01682,97329.3174,113009.0219,149166.3765,104225.9008,102603.1565,142460.138,145026.4885
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,ORCOPAMPA,AREQUIPA,CASTILLA,ORCOPAMPA,313458.404,296261.5234,314219.2235,285694.7181,250596.5256,274504.0344,339251.8482,325027.8746,338004.879,358589.6821,324197.1522,313371.3412
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,JULCANI,HUANCAVELICA,ANGARAES,CCOCHACCASA,0,0,0,0,0,0,2321.9616,2399.4126,2512.06974,2111.9008,1704.6598,1349.45982
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,UCHUCCHACUA,LIMA,CAJATAMBO,OYON,0,0,0,1471.8118,0,0,0,0,0,892.5238,0,808.8226
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.DE MINAS BUENAVENTURA S.A.A.,RECUPERADA,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,1746.8285,215.2995,0,0,0,0,0,0,0,0,0,769.7998
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.PODEROSA S.A.,LA PODEROSA DE TRUJILLO,LA LIBERTAD,PATAZ,PATAZ,86194.55557,70921.657,88684.52877,129193.7268,96873.7575,121065.8112,86939.04041,81430.31732,69129.453,105382.2127,127902.2125,150604.521
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.PODEROSA S.A.,LIBERTAD,LA LIBERTAD,PATAZ,PATAZ,76624.90906,87243.3452,93075.83014,88381.3464,119110.1032,102756.6469,105458.9837,94435.69888,106751.61,98006.28,66030.448,61828.17
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA. MINERA ARCATA S.A.,ARCATA,AREQUIPA,CONDESUYOS,CAYARANI,60073.80547,51044.8291,62893.6116,66157.1064,63017.8514,56352.1875,63243.0646,66419.225,56378.4318,54225.405,53238.9198,52060.652
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MINAS ARIRAHUA S.A.,BARRENO,AREQUIPA,CONDESUYOS,YANAQUIHUA,31982.57796,29032.44201,30409.1428,34195.2,34590.445,34671.28,35724.51255,42663.2085,31210.02401,22649.35124,23073.5988,26736.708
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.ATACOCHA S.A.,ATACOCHA,PASCO,PASCO,YANACANCHA,29223.944,24439.181,27081.678,28109.121,32363.65,25223.213,27021.175,25695.9,26989.48,24679.598,32455.676,25993.323
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CASTROVIRREYNA CIA.MRA. S.A.,SAN GENARO,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,21246.81792,20419.85678,18312.8928,18270.055,18093.414,19428.15774,19159.8606,24477.4748,11904.31972,12810.24675,12336.0762,14659.50038
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MRA.SHILA S.A.C.,GERDI APACHETA,AREQUIPA,CASTILLA,CHACHAS,21352.23605,20797.35134,21309.59161,22658.27735,22206.73955,22548.95181,23530.59979,21498.8765,21435.32245,0,0,0
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.CONDESTABLE S.A.,RAUL,LIMA,CAÑETE,MALA,16671.8028,14746.935,12959.9076,14410.7964,14949.7064,13362.171,11612.932,11014.494,11757.15,10957.885,9114.049,11092.6928
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,INVERSIONES MRAS.DEL SUR S.A.,CARAVELI,AREQUIPA,CARAVELI,CARAVELI,6232.280002,13871.30472,15720.41523,13249.93548,17207.63616,13714.84073,11375.1197,8775.56646,0,18743.38895,7009.7913,11887.7525
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MRA.PAULA 49 S.A.C.,PAULA 49,AREQUIPA,CASTILLA,CHOCO,18151.20216,0,0,0,0,16916.14876,14847.41441,13604.95848,13732.96421,11973.02592,10040.70758,10203.00326
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,PAN AMERICAN SILVER S.A.C. MINA QUIRUVILCA,QUIRUVILCA,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,7611.75273,7212.16001,8216.34763,7483.46556,7616.3128,7769.69551,8008.10065,7939.538,7976.27788,7645.62222,7036.92236,6893.81703
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.DE CAYLLOMA S.A.,SAN CRISTOBAL,AREQUIPA,CAYLLOMA,CAYLLOMA,13761.72421,9674.767258,11277.15722,7293.91872,6126.23781,5379.70617,5466.17285,3799.98319,3136.7556,2343.80862,2373.878024,2389.89248
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,MRA.SHILA S.A.C.,ACUMULACION ANCOYO,AREQUIPA,CASTILLA,CHACHAS,0,0,0,0,0,0,0,0,0,19669.92893,20592.7089,7069.129449
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,CIA.MRA.HUARON S.A.,HUARON,PASCO,PASCO,HUAYLLAY,0,0,0,0,0,0,1709.22568,2359.37798,0,2221.8273,0,0
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,COOPERATIVA MINERA MINAS CANARIA LTDA.,CATALINA HUANCA,AYACUCHO,VICTOR FAJARDO,CANARIA,665.5935,345.2655,218.3571,297.8592,253.8168,328.5596,964.224,800.6076,788.6327,790.0416,0,0
2001,Oro,g FINOS,CONCENTRACIÓN,FLOTACIÓN,GRAN Y MEDIANA MINERÍA,EMP.MRA.DEL CENTRO DEL PERU S.A.,MOROCOCHA,JUNIN,YAULI,MOROCOCHA,0,0,2518.296,0,0,0,0,0,0,0,0,0
