AÑO,METAL,UDM,ETAPA,PROCESO,ESTRATO,TITULAR,UNIDAD,REGIÓN,PROVINCIA,DISTRITO,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,SOCIEDAD MINERA EL BROCAL S.A.A.,COLQUIJIRCA Nº 2,Pasco,Pasco,Tinyahuarco,7039.390055,12235.66358,12094.7281,8888.635418,10031.53879,7356.302649,9437.097106,9714.858306,9364.173678,11656.34171,8768.042074,6972.159698
2009,Plata,Kg FINOS ,Concentración,Flotación,Pequeño Productor Minero,SOCIEDAD MINERA LAS CUMBRES S.A.C.,CONDORSENGA,Lima,Cajatambo,Gorgor,160.551308,141.398569,133.664147,34.107268,60.781667,65.772889,120.603504,119.45312,64.997253,107.027371,97.00059,0
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,COCOTEA,Moquegua,Mariscal Nieto,Torata,296.604975,153.831418,0,897.032854,2105.105723,1469.795283,1493.244082,604.270937,0,145.863741,147.889096,411.463234
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,CUAJONE 1,Moquegua,Mariscal Nieto,Torata,6464.027574,5590.806257,6231.547891,6212.248849,4887.303806,5470.668401,5350.042205,6341.781299,6273.414025,6809.2566,6418.158235,6577.89915
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,SIMARRONA,Tacna,Jorge Basadre,Ilabaya,257.205183,0,724.759762,1454.002662,336.982075,392.551142,968.775695,0,643.904595,444.860436,165.075596,44.836594
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,TOQUEPALA 1  g),Tacna,Jorge Basadre,Ilabaya,3503.141976,4049.621474,3288.118844,2338.795937,4680.000946,3469.969228,1781.270728,3765.32146,2609.144699,3210.640329,4336.757806,2272.127386
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,TOTORAL,Tacna,Jorge Basadre,Ilabaya,259.344462,92.027496,111.707925,15.795079,267.270657,1096.560707,1496.38639,1453.125939,1897.557086,1934.710708,746.025398,1485.280396
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,ANDAYCHAGUA,JUNÍN,Yauli,Huay-Huay,16821.9925,12014.42071,14161.60848,14812.46482,12186.62563,10501.17031,9685.252527,15238.81116,10343.04507,12596.86252,11444.66502,9082.927748
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CARAHUACRA,JUNÍN,Yauli,Yauli,1939.132937,949.141637,3030.504449,2470.480779,3378.22932,1881.768816,2342.716116,2303.349685,1803.741434,1944.590414,2282.158671,2736.332502
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CATON,JUNÍN,Yauli,Morococha,0,0,0,0,50.422448,145.188568,0,0,0,0,0,0
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CERRO DE PASCO,Pasco,Pasco,Simon Bolivar,15949.24498,15725.78035,13410.80294,14016.75982,13882.38646,10925.28541,15528.00647,14132.62549,12941.32106,11448.48584,12333.32014,11078.87654
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,COLOMBIA Y SOCAVON SANTA ROSA,JUNÍN,Yauli,Huay-Huay,0,0,0,0,0,0,0,0,392.484059,3833.306915,3930.65841,1871.784361
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,GRAN BRETAÑA,JUNÍN,Yauli,Yauli,0,0,0,22.174871,357.611379,0,0,0,0,0,0,0
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,SAN CRISTOBAL,JUNÍN,Yauli,Yauli,9617.969807,12201.73403,10154.26731,9375.503693,10639.34076,11177.29009,13149.40347,12456.25893,13289.84322,11222.18737,8538.380702,11432.68076
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,TICLIO,JUNÍN,Yauli,Morococha,1285.222565,1097.063991,919.76302,756.392154,1665.158584,1193.831661,1214.366554,1124.846289,1023.475775,1126.276967,925.741418,844.369285
2009,Plata,Kg FINOS ,Concentración,Lixiviación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CERRO DE PASCO,Pasco,Pasco,Simon Bolivar,0,0,0,0,0,0,0,0,0.462313,0,0,0
2009,Plata,Kg FINOS ,Concentración,Flotación,Régimen General,XSTRATA TINTAYA S.A.,TINTAYA,Cusco,Espinar,Espinar,1892.260949,1667.51121,2108.545995,1860.983273,1924.862517,2319.490147,2574.807686,2685.131901,2998.275171,2548.535147,3012.557083,3457.129595
2009,Plata,Kg FINOS ,Concentración,Gravimetría,Régimen General,XSTRATA TINTAYA S.A.,TINTAYA,Cusco,Espinar,Espinar,0,0,0,0,0,0,0,0,5.072558,0,0,5.735574
2009,Plata,Kg FINOS ,Refinación,,Régimen General,DOE RUN PERU S.R.L.,C.M.LA OROYA-REFINACION 1 Y 2,JUNÍN,Yauli,La Oroya,96160.00049,77491.94175,82151.45722,15038.43618,31416.73303,17128.21887,0,0,0,0,0,0
2009,Plata,Kg FINOS ,Refinación,,Régimen General,SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU,REF.DE COBRE - ILO,Moquegua,Ilo,Pacocha,8699.639164,8699.552364,8299.572945,7799.598672,8399.483705,8699.552364,6799.650124,8449.480632,8799.45912,8799.45912,8849.456047,9399.516348
2009,Plata,Kg FINOS ,Refinación,,Régimen General,VOTORANTIM METAIS - CAJAMARQUILLA S.A.,REFINERIA DE ZINC CAJAMARQUILLA,Lima,Lima,Lurigancho,1632.459512,2330.384468,1786.846146,1525.695138,2260.936196,1156.818396,1112.776892,2149.687307,2801.06656,2952.991511,1509.386726,2278.054308
2009,Plomo,TMF,Concentración,Flotación,Pequeño Productor Minero,AMAPOLA 5 S.A.C.,AMAPOLA 5,ÁNCASH,Aija,La Merced,0,0,0,0,0,0,0,0,43.441445,0,0,52.436572
2009,Plomo,TMF,Concentración,Flotación,Régimen General,CASTROVIRREYNA COMPAÑIA MINERA S.A.,SAN GENARO,Huancavelica,Castrovirreyna,Santa Ana,237.384491,214.926093,168.70838,195.629342,195.504327,209.792326,188.357563,173.247396,196.191091,90.606616,60.910556,74.565086
2009,Plomo,TMF,Concentración,Flotación,Régimen General,CATALINA HUANCA SOCIEDAD MINERA S.A.C.,CATALINA HUANCA,Ayacucho,Victor Fajardo,Canaria,522.787994,374.353748,430.032402,404.064649,430.32685,484.06379,414.36847,545.602548,375.881919,407.254321,422.191981,600.123976
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,JULCANI,Huancavelica,Angaraes,Ccochaccasa,125.848554,123.904632,107.864198,115.146865,124.869633,111.773464,132.898248,129.553889,149.88452,134.516304,146.698464,154.260696
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,MARISOL,Pasco,Daniel Alcides Carrion,Yanahuanca,76.313953,86.183421,35.914317,45.163055,24.95107,29.690418,31.035671,30.2032,66.715906,68.26317,27.852642,10.499082
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,RECUPERADA,Huancavelica,Angaraes,Lircay,76.392129,75.604518,78.282668,79.951008,78.570871,91.737771,126.689752,157.056705,173.629124,162.23812,156.835513,154.094034
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,UCHUCCHACUA  h),Pasco,Daniel Alcides Carrion,Yanahuanca,714.918411,900.077442,796.67254,1088.433423,856.736948,833.636395,813.839485,774.010176,462.104309,429.336822,473.35156,565.417506
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ANTAMINA S.A.,ANTAMINA,ÁNCASH,Huari,San Marcos,971.5406,466.4898,1607.4401,1413.414,1645.816,1298.2194,902.5515,377.9132,250.1994,761.9106,1858.4912,1660.2
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARES S.A.C.,ARCATA,Arequipa,Condesuyos,Cayarani,155.276232,156.784164,154.47285,162.263523,223.056582,188.018592,160.839807,162.194076,150.070492,163.108755,200.596201,368.89632
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARGENTUM S.A.,ANTICONA,JUNÍN,Yauli,Yauli,568.135857,443.956621,405.545735,205.451824,316.609333,257.086615,311.217376,190.998227,199.281235,221.148291,238.512483,246.593834
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARGENTUM S.A.,MANUELITA,JUNÍN,Yauli,Yauli,71.39511,104.7957,46.409443,64.842786,117.268188,100.366063,157.307773,131.071794,158.582076,176.546147,181.561837,179.539781
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARGENTUM S.A.,MOROCOCHA,JUNÍN,Yauli,Morococha,119.58384,83.832555,204.274218,81.000888,198.298784,209.678047,181.838337,213.952064,162.745146,227.025767,138.327223,152.027942
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ATACOCHA S.A.A.,ATACOCHA,Pasco,Pasco,San Francisco De Asis De Yarusyacan,639.44294,605.39181,693.126102,635.545269,789.379088,959.180327,621.028407,661.296865,905.301254,814.201074,972.330637,1053.261437
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA CASAPALCA S.A.,AMERICANA,JUNÍN,Yauli,Yauli,276.855214,327.545915,160.079408,320.287281,334.397378,67.57674,608.740302,396.950116,398.237548,418.228102,299.713671,362.282455
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA CAUDALOSA S.A.,AREQUIPA-M,ÁNCASH,Carhuaz,San Miguel De Aco,206.548462,206.548462,287.792581,172.96986,212.220851,269.196229,302.95798,299.111868,136.340684,254.482253,178.460444,130.147683
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA CAUDALOSA S.A.,HUACHOCOLPA UNO,Huancavelica,Huancavelica,Huachocolpa,624.0197,719.2972,785.19095,981.163,729.0794,715.7299,768.1669,765.2213,750.426,734.9036,790.08534,713.89632
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA MILPO S.A.A.,CERRO LINDO  b),Ica,Chincha,Chavin,972.9109,781.071017,850.7912,516.619767,637.64705,642.39042,522.0688,511.2855,514.6978,625.19081,975.8551,873.041989
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA MILPO S.A.A.,MILPO Nº1,Pasco,Pasco,Yanacancha,984.58321,1044.11556,853.28977,1055.50032,1162.1019,1071.59784,923.794995,911.9079,685.5866,615.0103,766.1027,673.1614
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA RAURA S.A.,ACUMULACION RAURA  c),HUÁNUCO,Lauricocha,San Miguel De Cauri,921.350571,273.98676,528.99987,935.02881,1401.167084,1384.5303,1482.657753,1121.99789,1275.59075,1336.22115,937.20559,1151.6828
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.,SAN VICENTE,JUNÍN,Chanchamayo,Vitoc,178.867244,248.251067,267.193654,149.56832,127.035486,142.911735,153.731706,181.676595,228.546826,278.402445,260.607895,106.923962
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA SAN VALENTIN S.A.,SOLITARIA,Lima,Yauyos,Laraos,207.4893,169.260008,208.30288,196.170671,197.242118,299.067864,355.019812,360.532056,313.4163,405.70432,431.638348,344.833632
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA SANTA LUISA S.A.,BERLIN,ÁNCASH,Bolognesi,Pacllon,14.984,12.152,12.801,16.76,11.954,34.465,0,0,0,115.668,131.616,122.646
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA SANTA LUISA S.A.,EL RECUERDO,ÁNCASH,Bolognesi,Huallanca,439.366,290.346,243.4138,86.8694,57.146,29.852,249.9771,347.579,270.996,182.5645,208.916,82.2368
2009,Plomo,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA SANTA LUISA S.A.,SANTA LUISA,ÁNCASH,Bolognesi,Huallanca,877.5664,1024.06,1033.8156,1134.575,742.442,1464.431,1312.6118,1062.9784,1247.1806,748.044,781.545,1148.4431
2009,Plomo,TMF,Concentración,Flotación,Régimen General,CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.,EL COFRE,Puno,Lampa,Paratia,250.55016,269.37214,244.35874,169.6898,191.985,131.289044,148.2773,147.3156,145.3624,146.1502,116.5924,126.604
2009,Plomo,TMF,Concentración,Flotación,Régimen General,CORP MINERA CASTROVIRREYNA S A,N 1 RELIQUIAS,Huancavelica,Castrovirreyna,Castrovirreyna,165.071834,32.515094,29.395964,26.448661,47.640748,56.092945,78.28329,113.512628,82.53779,59.890394,44.593294,84.933507
2009,Plomo,TMF,Concentración,Flotación,Pequeño Productor Minero,CORPORACION MINERA TOMA LA MANO S.A.,TOMA LA MANO Nº 2,ÁNCASH,Carhuaz,Marcara,45.337583,169.256989,107.010332,131.177057,168.747573,134.377136,182.398957,170.533221,106.324236,96.23743,130.890004,80.327211
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,ACUMULACION HUARON-5,Pasco,Pasco,Huayllay,0,0,0,318.9285,324.528,194.43602,207.062965,162.9182,440.04,312.177272,163.938867,105.62031
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,ANIMON,Pasco,Pasco,Huayllay,2348.933087,2056.240808,2068.719841,834.911,842.720478,1086.087161,1006.400524,971.247304,811.065955,657.969046,1052.019869,1165.975803
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,BELLAVISTA,Pasco,Pasco,Huayllay,0,0,0,471.9087,747.6174,389.55234,645.00782,582.83183,300.806,650.380373,510.995742,691.972532
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,C.M.H. Nº 8-A,Pasco,Pasco,Huayllay,0,0,0,98.6509,0,0,0,22.28107,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,DEMASIA ESPERANZA 3,Pasco,Pasco,Huayllay,0,0,0,3.523,0,0,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,HUARON 5-A,Pasco,Pasco,Huayllay,0,0,0,0,0,0,0,0,0,0,0,16.114047
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,PRECAUCION,Pasco,Pasco,Huayllay,0,0,0,125.4214,102.668,135.22541,83.97322,138.88742,238.07,93.191702,104.657908,84.637521
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA ADMINISTRADORA CHUNGAR S.A.C.,RESTAURADORA,Pasco,Pasco,Huayllay,0,0,0,0,0,0,0,69.95662,73.039,108.773365,25.225808,6.548592
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA EXPLOTADORA DE VINCHOS LTDA. S.A.C.,VINCHOS  i),Pasco,Pasco,Pallanchacra,193.868584,243.374484,408.9384,274.452191,167.806248,246.006588,303.567813,332.508806,246.045184,315.472031,249.990216,296.727889
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA MINERA LOS QUENUALES S.A.,ACUMULACION ISCAYCRUZ  e),Lima,Oyon,Oyon,1031.801634,146.15,0,0,0,0,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,EMPRESA MINERA LOS QUENUALES S.A.,CASAPALCA-6,Lima,Huarochiri,Chicla,1073.5976,804.8114,922.0645,1055.5508,958.4848,919.6364,1041.5094,854.1068,784.8181,871.3279,913.3749,978.4018
2009,Plomo,TMF,Concentración,Flotación,Régimen General,MINERA BATEAS S.A.C.,SAN CRISTOBAL,Arequipa,Caylloma,Caylloma,863.540848,861.824902,953.903993,947.647653,1007.17252,1079.19124,893.143948,1017.942745,1019.991986,991.871077,1028.95202,897.420225
2009,Plomo,TMF,Concentración,Flotación,Régimen General,MINERA COLQUISIRI S.A.,MARIA TERESA,Lima,Huaral,Huaral,282.512228,292.60469,359.966087,306.073424,490.231232,487.287138,436.178999,453.640247,483.184381,522.91476,675.900071,404.091888
2009,Plomo,TMF,Concentración,Flotación,Régimen General,MINERA HUALLANCA S.A.,CONTONGA,ÁNCASH,Huari,San Marcos,151.146078,135.935461,153.567529,117.75782,123.154246,65.47615,96.568981,91.7193,109.99909,69.402149,58.048695,53.085486
2009,Plomo,TMF,Concentración,Flotación,Régimen General,MINERA HUALLANCA S.A.,PUCARRAJO,ÁNCASH,Huari,San Marcos,5.658044,30.398112,27.38082,0.613305,34.688792,0,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Pequeño Productor Minero,MINERA HUINAC S.A.C.,ADMIRADA-ATILA,ÁNCASH,Aija,La Merced,74.135554,85.74765,103.270868,101.990328,84.732598,83.996119,126.77722,123.067152,132.324148,133.884156,122.466925,35.36
2009,Plomo,TMF,Concentración,Flotación,Pequeño Productor Minero,MINERA SHUNTUR S.A.C.,SHUNTUR,ÁNCASH,Huaraz,Pira,0.5,0,0,0,0,0,0,0.3,1.025,1.65,1.2,2.25
2009,Plomo,TMF,Concentración,Flotación,Pequeño Productor Minero,MTZ S.A.C.,AIJA,ÁNCASH,Aija,Succha,0,107.529387,101.939992,89.895245,0,0,0,84.887484,133.159888,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,PAN AMERICAN SILVER S.A. MINA QUIRUVILCA,ACUMULACION QUIRUVILCA 1,La Libertad,Santiago De Chuco,Quiruvilca,0,93.812449,102.940475,109.09069,100.731133,0,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,PAN AMERICAN SILVER S.A. MINA QUIRUVILCA,ACUMULACION QUIRUVILCA 4,La Libertad,Santiago De Chuco,Quiruvilca,0,94.510271,67.352485,71.62247,61.184985,0,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,PAN AMERICAN SILVER S.A. MINA QUIRUVILCA,HUARON,Pasco,Pasco,Huayllay,495.56401,571.678954,547.578335,361.648943,505.098013,434.174139,387.605411,472.079821,484.944999,491.27902,500.927183,100.303113
2009,Plomo,TMF,Concentración,Flotación,Régimen General,PAN AMERICAN SILVER S.A. MINA QUIRUVILCA,QUIRUVILCA,La Libertad,Santiago De Chuco,Quiruvilca,325.634773,153.398777,135.87223,136.448838,145.372539,313.483014,287.630873,320.6173,302.287181,287.025667,287.881844,278.665644
2009,Plomo,TMF,Concentración,Flotación,Productor Minero Artesanal,QUISPE CONDORI OSCAR,RAQUEL,Ica,Ica,Yauca Del Rosario,0,0,0,0,0,0,0,0,0.53246,0.53234,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.,AUSTRIA DUVAZ,JUNÍN,Yauli,Morococha,106.159732,106.224024,112.818825,72.937703,59.410969,176.858364,124.437079,87.684043,78.734805,74.314324,83.244057,84.661299
2009,Plomo,TMF,Concentración,Flotación,Régimen General,SOCIEDAD MINERA CORONA S.A.,ACUMULACION YAURICOCHA,Lima,Yauyos,Laraos,1658.801663,1601.500582,1667.229935,1616.917488,1798.1135,1772.412389,1670.196033,1699.810021,1686.863869,1851.5063,1708.093985,1503.126777
2009,Plomo,TMF,Concentración,Flotación,Régimen General,SOCIEDAD MINERA EL BROCAL S.A.A.,COLQUIJIRCA Nº 2,Pasco,Pasco,Tinyahuarco,1788.773,1824.8224,2053.3548,1703.8683,2201.7609,2058.2682,1981.3722,2368.7019,2158.7224,2463.1184,1987.0925,2137.4688
2009,Plomo,TMF,Concentración,Flotación,Pequeño Productor Minero,SOCIEDAD MINERA LAS CUMBRES S.A.C.,CONDORSENGA,Lima,Cajatambo,Gorgor,23.99799,21.914229,18.07972,4.655462,10.150836,7.451114,10.912167,12.80806,6.490986,10.918945,12.050476,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,ANDAYCHAGUA,JUNÍN,Yauli,Huay-Huay,870.91805,687.421302,637.591626,806.080556,578.099176,567.534694,456.052309,649.053438,478.188282,724.536502,385.072787,480.164772
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CARAHUACRA,JUNÍN,Yauli,Yauli,357.457517,77.974959,259.188884,305.496614,256.665755,75.897276,65.314226,92.171716,89.267372,98.36668,111.419372,148.757798
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CATON,JUNÍN,Yauli,Morococha,0,0,0,0,9.11244,9.9025,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CERRO DE PASCO,Pasco,Pasco,Simon Bolivar,4153.2982,3895.5784,3356.32379,3261.416175,3250.5645,2763.217269,3295.57257,3760.7967,3247.710733,3393.886548,3622.875468,3368.69907
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,COLOMBIA Y SOCAVON SANTA ROSA,JUNÍN,Yauli,Huay-Huay,0,0,0,0,0,0,0,0,5.172528,175.729121,154.739415,57.117133
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,GRAN BRETAÑA,JUNÍN,Yauli,Yauli,0,0,0,2.389036,20.127955,0,0,0,0,0,0,0
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,SAN CRISTOBAL,JUNÍN,Yauli,Yauli,777.3704,828.880649,779.841457,745.658608,810.574738,874.880654,1054.305486,841.439496,887.12727,679.020277,680.888164,779.990975
2009,Plomo,TMF,Concentración,Flotación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,TICLIO,JUNÍN,Yauli,Morococha,178.125584,309.528255,255.447467,230.211071,219.858016,246.053446,155.538555,122.701061,164.518308,146.432551,124.863023,94.890287
2009,Plomo,TMF,Concentración,Lixiviación,Régimen General,VOLCAN COMPAÑIA MINERA S.A.A.,CERRO DE PASCO,Pasco,Pasco,Simon Bolivar,0,0,0,0,0,0,0,0,0.088939,0,0,0
2009,Plomo,TMF,Refinación,,Régimen General,DOE RUN PERU S.R.L.,C.M.LA OROYA-REFINACION 1 Y 2,JUNÍN,Yauli,La Oroya,9978.122088,8828.937018,3974.972463,0,3300.06996,0,516.860309,0,0,0,0,0
2009,Tungsteno,TMF,Concentración,Flotación,Pequeño Productor Minero,MINERA MALAGA SANTOLALLA S.A.C.,PASTO BUENO,ÁNCASH,Pallasca,Pampas,68.972456,49.908936,37.13584,45.85504,54.176577,49.314825,56.463288,56.224532,59.082534,57.3111,39.248384,59.876236
2009,Zinc,TMF,Concentración,Flotación,Pequeño Productor Minero,AMAPOLA 5 S.A.C.,AMAPOLA 5,ÁNCASH,Aija,La Merced,0,0,0,0,0,0,0,0,128.157649,0,0,132.325128
2009,Zinc,TMF,Concentración,Flotación,Régimen General,CASTROVIRREYNA COMPAÑIA MINERA S.A.,SAN GENARO,Huancavelica,Castrovirreyna,Santa Ana,206.347137,179.382362,147.794957,136.949795,147.232548,155.246758,104.718401,119.086395,134.586763,72.8349,74.562922,65.318424
2009,Zinc,TMF,Concentración,Flotación,Régimen General,CATALINA HUANCA SOCIEDAD MINERA S.A.C.,CATALINA HUANCA,Ayacucho,Victor Fajardo,Canaria,2409.405074,1934.906917,1989.560997,1959.347436,2180.780947,2134.731931,2073.888303,2068.835153,1887.583329,1926.260741,2106.305726,2092.400656
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,MARISOL,Pasco,Daniel Alcides Carrion,Yanahuanca,76.904434,71.313954,92.260794,70.93121,66.78762,58.383288,53.57085,52.4129,90.848107,87.264954,41.1018,15.213045
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,RECUPERADA,Huancavelica,Angaraes,Lircay,135.522865,141.636321,152.342983,155.693728,147.410324,154.023037,156.102007,160.728355,138.926648,139.95983,141.479674,134.673582
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA DE MINAS BUENAVENTURA S.A.A.,UCHUCCHACUA  h),Pasco,Daniel Alcides Carrion,Yanahuanca,871.589242,944.103216,791.692524,847.709163,602.934629,861.644048,653.002002,730.901856,599.517059,574.689089,491.84224,589.046462
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ANTAMINA S.A.,ANTAMINA,ÁNCASH,Huari,San Marcos,38046.7655,28522.2094,35526.9777,42509.5475,39919.7369,38050.8293,45159.1536,50299.417,24442.9182,54126.4337,55497.5875,47088.3746
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARES S.A.C.,ARCATA,Arequipa,Condesuyos,Cayarani,265.95756,250.467975,280.714455,319.98291,430.404954,377.385678,322.06718,270.687532,255.153789,243.481185,252.693158,419.6376
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARGENTUM S.A.,ANTICONA,JUNÍN,Yauli,Yauli,1376.637541,1134.738086,763.986996,400.214816,806.086708,636.382028,756.036434,495.804345,626.986294,663.358891,672.503619,844.582778
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARGENTUM S.A.,MANUELITA,JUNÍN,Yauli,Yauli,168.209183,187.039509,145.147156,112.325532,196.506606,124.294353,221.011733,119.011454,248.53089,245.042729,231.037449,190.273747
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ARGENTUM S.A.,MOROCOCHA,JUNÍN,Yauli,Morococha,699.389334,490.141865,643.807485,290.985459,754.689051,713.788988,731.290548,1053.51527,802.497932,930.548568,805.518081,698.342936
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA ATACOCHA S.A.A.,ATACOCHA,Pasco,Pasco,San Francisco De Asis De Yarusyacan,5333.032712,4353.880445,4754.02693,4653.95244,5435.82236,5278.813939,5318.553782,5397.378776,5792.386723,5608.366514,5251.543773,5723.042534
2009,Zinc,TMF,Concentración,Flotación,Régimen General,COMPAÑIA MINERA CASAPALCA S.A.,AMERICANA,JUNÍN,Yauli,Yauli,3165.180741,2715.662077,3273.593306,3155.67806,3137.861828,3440.664626,3174.567962,3588.684868,3211.767767,3285.056373,2812.390452,3144.33353
