Oficina de Control Migratorio,País,Año,Mes,Valor
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,8,16
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,12,27
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,1,23
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,2,22
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,7,12
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,6,37
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,3,62
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,5,23
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,11,17
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,10,42
Aeropuerto Internacional Jorge Chávez,ISLANDIA,2019,9,24
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,4,4716
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,8,11470
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,12,5572
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,1,4625
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,2,3952
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,7,6722
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,6,6449
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,3,4187
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,5,4473
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,11,4795
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,10,5134
Aeropuerto Internacional Jorge Chávez,ITALIA,2019,9,5555
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,4,74
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,8,38
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,12,37
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,1,36
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,2,45
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,7,23
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,6,34
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,3,49
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,5,44
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,11,121
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,10,90
Aeropuerto Internacional Jorge Chávez,LETONIA,2019,9,82
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,4,11
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,8,5
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,12,4
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,1,4
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,2,5
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,7,0
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,6,4
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,3,6
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,5,7
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,11,5
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,10,2
Aeropuerto Internacional Jorge Chávez,LIECHTENSTEIN,2019,9,28
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,4,77
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,8,80
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,12,61
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,1,107
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,2,68
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,7,54
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,6,54
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,3,138
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,5,53
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,11,124
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,10,127
Aeropuerto Internacional Jorge Chávez,LITUANIA,2019,9,76
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,4,98
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,8,155
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,12,57
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,1,22
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,2,34
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,7,86
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,6,54
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,3,47
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,5,47
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,11,41
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,10,47
Aeropuerto Internacional Jorge Chávez,LUXEMBURGO,2019,9,46
Aeropuerto Internacional Jorge Chávez,MALTA,2019,4,19
Aeropuerto Internacional Jorge Chávez,MALTA,2019,8,113
Aeropuerto Internacional Jorge Chávez,MALTA,2019,12,22
Aeropuerto Internacional Jorge Chávez,MALTA,2019,1,12
Aeropuerto Internacional Jorge Chávez,MALTA,2019,2,21
Aeropuerto Internacional Jorge Chávez,MALTA,2019,7,37
Aeropuerto Internacional Jorge Chávez,MALTA,2019,6,52
Aeropuerto Internacional Jorge Chávez,MALTA,2019,3,16
Aeropuerto Internacional Jorge Chávez,MALTA,2019,5,20
Aeropuerto Internacional Jorge Chávez,MALTA,2019,11,10
Aeropuerto Internacional Jorge Chávez,MALTA,2019,10,30
Aeropuerto Internacional Jorge Chávez,MALTA,2019,9,42
Aeropuerto Internacional Jorge Chávez,MONACO,2019,4,2
Aeropuerto Internacional Jorge Chávez,MONACO,2019,8,7
Aeropuerto Internacional Jorge Chávez,MONACO,2019,12,3
Aeropuerto Internacional Jorge Chávez,MONACO,2019,1,1
Aeropuerto Internacional Jorge Chávez,MONACO,2019,2,7
Aeropuerto Internacional Jorge Chávez,MONACO,2019,7,7
Aeropuerto Internacional Jorge Chávez,MONACO,2019,6,0
Aeropuerto Internacional Jorge Chávez,MONACO,2019,3,0
Aeropuerto Internacional Jorge Chávez,MONACO,2019,5,0
Aeropuerto Internacional Jorge Chávez,MONACO,2019,11,6
Aeropuerto Internacional Jorge Chávez,MONACO,2019,10,3
Aeropuerto Internacional Jorge Chávez,MONACO,2019,9,3
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,4,572
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,8,180
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,12,375
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,1,363
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,2,308
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,7,551
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,6,599
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,3,427
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,5,191
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,11,324
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,10,447
Aeropuerto Internacional Jorge Chávez,NORUEGA,2019,9,323
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,4,2633
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,8,2452
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,12,2239
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,1,2180
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,2,1748
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,7,4794
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,6,2154
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,3,2098
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,5,2412
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,11,2287
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,10,2917
Aeropuerto Internacional Jorge Chávez,PAISES BAJOS (Holanda),2019,9,3142
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,4,744
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,8,701
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,12,344
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,1,544
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,2,445
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,7,560
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,6,745
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,3,418
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,5,592
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,11,977
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,10,846
Aeropuerto Internacional Jorge Chávez,POLONIA,2019,9,919
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,4,1115
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,8,904
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,12,430
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,1,545
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,2,446
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,7,827
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,6,593
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,3,472
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,5,614
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,11,991
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,10,831
Aeropuerto Internacional Jorge Chávez,PORTUGAL,2019,9,711
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,4,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,8,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,12,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,1,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,2,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,7,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,6,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,3,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,5,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,11,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,10,0
Aeropuerto Internacional Jorge Chávez,R.F.YUGOSLAVIA,2019,9,0
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,4,5840
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,8,5218
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,12,2743
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,1,2981
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,2,2627
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,7,6202
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,6,4961
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,3,4147
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,5,5825
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,11,3615
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,10,5798
Aeropuerto Internacional Jorge Chávez,REINO UNIDO,2019,9,6129
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,4,589
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,8,366
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,12,208
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,1,371
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,2,277
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,7,338
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,6,370
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,3,388
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,5,329
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,11,420
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,10,474
Aeropuerto Internacional Jorge Chávez,REP.CHECA,2019,9,661
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,4,1
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,8,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,12,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,1,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,2,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,7,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,6,3
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,3,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,5,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,11,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,10,0
Aeropuerto Internacional Jorge Chávez,REP.MOLDOVA,2019,9,0
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,4,305
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,8,255
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,12,228
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,1,197
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,2,139
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,7,184
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,6,162
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,3,226
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,5,322
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,11,415
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,10,305
Aeropuerto Internacional Jorge Chávez,RUMANIA,2019,9,357
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,4,915
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,8,518
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,12,865
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,1,875
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,2,631
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,7,513
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,6,608
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,3,733
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,5,690
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,11,983
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,10,929
Aeropuerto Internacional Jorge Chávez,RUSIA,2019,9,558
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,4,2
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,8,1
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,12,3
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,1,0
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,2,1
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,7,1
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,6,1
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,3,0
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,5,3
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,11,2
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,10,4
Aeropuerto Internacional Jorge Chávez,SAN MARINO,2019,9,4
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,4,689
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,8,378
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,12,1466
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,1,920
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,2,734
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,7,826
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,6,895
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,3,840
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,5,485
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,11,871
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,10,1012
Aeropuerto Internacional Jorge Chávez,SUECIA,2019,9,674
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,4,1653
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,8,1286
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,12,1867
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,1,1431
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,2,1459
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,7,2435
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,6,1218
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,3,1304
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,5,1529
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,11,1586
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,10,1752
Aeropuerto Internacional Jorge Chávez,SUIZA,2019,9,1396
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,4,257
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,8,157
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,12,235
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,1,213
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,2,202
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,7,190
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,6,195
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,3,244
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,5,226
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,11,301
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,10,236
Aeropuerto Internacional Jorge Chávez,UCRANIA,2019,9,233
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,4,0
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,8,3
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,12,0
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,1,1
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,2,0
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,7,2
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,6,0
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,3,1
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,5,0
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,11,2
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,10,0
Aeropuerto Internacional Jorge Chávez,VATICANO,2019,9,0
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,4,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,8,0
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,12,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,1,0
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,2,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,7,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,6,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,3,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,5,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,11,0
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,10,2
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2019,9,2
Aeropuerto Internacional Jorge Chávez,ARABIA SAUDITA,2019,4,11
Aeropuerto Internacional Jorge Chávez,ARABIA SAUDITA,2019,8,15
Aeropuerto Internacional Jorge Chávez,ARABIA SAUDITA,2019,12,28
Aeropuerto Internacional Jorge Chávez,ARABIA SAUDITA,2019,1,15
Otras Oficinas Migratorias,BOLIVIA,2019,4,665
Otras Oficinas Migratorias,BOLIVIA,2019,8,838
Otras Oficinas Migratorias,BOLIVIA,2019,12,2941
Otras Oficinas Migratorias,BOLIVIA,2019,1,1590
Otras Oficinas Migratorias,BOLIVIA,2019,2,980
Otras Oficinas Migratorias,BOLIVIA,2019,7,1546
Otras Oficinas Migratorias,BOLIVIA,2019,6,876
Otras Oficinas Migratorias,BOLIVIA,2019,3,885
Otras Oficinas Migratorias,BOLIVIA,2019,5,567
Otras Oficinas Migratorias,BOLIVIA,2019,11,814
Otras Oficinas Migratorias,BOLIVIA,2019,10,1094
Otras Oficinas Migratorias,BOLIVIA,2019,9,929
Otras Oficinas Migratorias,BOLIVIA,2020,4,0
Otras Oficinas Migratorias,BOLIVIA,2020,8,0
Otras Oficinas Migratorias,BOLIVIA,2020,12,0
Otras Oficinas Migratorias,BOLIVIA,2020,1,2752
Otras Oficinas Migratorias,BOLIVIA,2020,2,1611
Otras Oficinas Migratorias,BOLIVIA,2020,7,0
Otras Oficinas Migratorias,BOLIVIA,2020,6,0
Otras Oficinas Migratorias,BOLIVIA,2020,3,316
Otras Oficinas Migratorias,BOLIVIA,2020,5,0
Otras Oficinas Migratorias,BOLIVIA,2020,11,0
Otras Oficinas Migratorias,BOLIVIA,2020,10,0
Otras Oficinas Migratorias,BOLIVIA,2020,9,0
Kasani,SUDAN,2022,4,0
Kasani,SWAZILANDIA,2022,4,0
Kasani,TANZANIA,2022,4,0
Kasani,TOGO,2022,4,0
Kasani,TUNEZ,2022,4,0
Kasani,UGANDA,2022,4,0
Kasani,ZAMBIA,2022,4,0
Kasani,ZIMBABWE,2022,4,0
Kasani,SUDAFRICA,2022,4,2
Kasani,GHANA,2022,8,0
Kasani,MARRUECOS,2022,8,0
Aeropuerto Internacional Jorge Chávez,NICARAGUA,2023,8,87
Aeropuerto Internacional Jorge Chávez,REP.DOMINICANA,2023,8,878
Aeropuerto Internacional Jorge Chávez,ARUBA,2023,8,20
Aeropuerto Internacional Jorge Chávez,ANT.BARBUDA,2023,8,0
Aeropuerto Internacional Jorge Chávez,BARBADOS,2023,8,16
Aeropuerto Internacional Jorge Chávez,BELICE,2023,8,55
Aeropuerto Internacional Jorge Chávez,BERMUDAS,2023,8,2
Aeropuerto Internacional Jorge Chávez,DOMINICA,2023,8,1
Kasani,LETONIA,2019,4,4
Kasani,LIECHTENSTEIN,2019,4,1
Kasani,MALTA,2019,4,1
Kasani,MONACO,2019,4,0
Kasani,R.F.YUGOSLAVIA,2019,4,0
Kasani,REP.MOLDOVA,2019,4,0
Kasani,SAN MARINO,2019,4,0
Kasani,VATICANO,2019,4,0
Kasani,RUMANIA,2019,4,2
Kasani,UCRANIA,2019,4,11
Kasani,SUECIA,2019,4,28
Kasani,SUIZA,2019,4,85
Kasani,RUSIA,2019,4,14
Kasani,ALEMANIA,2019,8,191
Kasani,BELGICA,2019,8,27
Kasani,ESPAÑA,2019,8,170
Kasani,FRANCIA,2019,8,392
Kasani,ITALIA,2019,8,173
Kasani,PAISES BAJOS (Holanda),2019,8,110
Kasani,PORTUGAL,2019,8,17
Kasani,REINO UNIDO,2019,8,148
Kasani,AUSTRIA,2019,8,37
Kasani,BELORUSIA,2019,8,1
Kasani,BULGARIA,2019,8,1
Kasani,DINAMARCA,2019,8,11
Kasani,FINLANDIA,2019,8,1
Kasani,GRECIA,2019,8,4
Kasani,IRLANDA,2019,8,18
Kasani,LUXEMBURGO,2019,8,3
Kasani,NORUEGA,2019,8,2
Kasani,POLONIA,2019,8,35
Kasani,REP.CHECA,2019,8,10
Kasani,CROACIA,2019,8,1
Kasani,ESLOVAQUIA,2019,8,1
Kasani,ESLOVENIA,2019,8,6
Kasani,HUNGRIA,2019,8,0
Kasani,LITUANIA,2019,8,1
Kasani,ALBANIA,2019,8,0
Kasani,ANDORRA,2019,8,0
Kasani,BOSNIA Y HERZEGOVINA,2019,8,3
Kasani,CHIPRE,2019,8,0
Kasani,ESTONIA,2019,8,1
Kasani,EX R.YUG.MACEDONIA,2019,8,0
Kasani,GROENLANDIA,2019,8,0
Kasani,ISLANDIA,2019,8,0
Kasani,LETONIA,2019,8,0
Kasani,LIECHTENSTEIN,2019,8,0
Kasani,MALTA,2019,8,2
Kasani,MONACO,2019,8,0
Kasani,R.F.YUGOSLAVIA,2019,8,0
Kasani,REP.MOLDOVA,2019,8,0
Kasani,SAN MARINO,2019,8,0
Kasani,VATICANO,2019,8,0
Kasani,RUMANIA,2019,8,4
Kasani,UCRANIA,2019,8,3
Kasani,SUECIA,2019,8,2
Kasani,SUIZA,2019,8,47
Kasani,RUSIA,2019,8,2
Kasani,ALEMANIA,2019,12,93
Kasani,BELGICA,2019,12,7
Kasani,ESPAÑA,2019,12,37
Kasani,FRANCIA,2019,12,108
Kasani,ITALIA,2019,12,26
Kasani,PAISES BAJOS (Holanda),2019,12,19
Kasani,PORTUGAL,2019,12,14
Kasani,REINO UNIDO,2019,12,31
Kasani,AUSTRIA,2019,12,7
Kasani,BELORUSIA,2019,12,2
Kasani,BULGARIA,2019,12,2
Kasani,DINAMARCA,2019,12,1
